user_id,deposit_amount,trade_amount,withdrawal_amount,deposit_count,trade_count,withdrawal_count,withdraw_address_unique_count,withdraw_ip_unique_count,deposit_ip_unique_count,asset_pair_unique_count
U0000369,1029.95708,5464.1033800000005,2014.558391,1,5,2,2,1,1,4
U0000370,1907.712272,419.567557,1078.70037,19,36,13,2,2,1,6
U0000371,5489.56134,4030.706258,2137.035544,7,16,4,2,1,2,6
U0000372,2508.711967,717.51512,638.778353,3,12,2,1,1,1,5
U0000373,3022.947497,3104.637858,1808.90317,2,13,3,1,2,2,4
U0000374,6133.098331,5046.246015000001,7020.554691,3,10,1,1,1,1,4
U0000375,6564.701497,3790.061751,4825.374367,3,9,1,1,1,1,5
U0000376,1783.3684680000001,1390.199838,2307.574701,4,9,2,1,2,1,5
U0000377,11875.051604,7666.256151,6725.183642,4,11,3,2,1,1,3
U0000378,4425.172462,3428.244634,3878.804537,20,29,12,3,3,2,6
U0000379,2399.046499,2346.859367,390.937401,6,4,1,1,1,1,4
U0000380,2828.095143,1265.377644,1475.932322,4,16,3,1,2,1,5
U0000381,1867.79351,1021.094695,313.058498,8,9,6,3,2,2,5
U0000382,2115.850023,1617.462264,1147.231103,2,8,2,1,1,2,4
U0000383,2291.485852,826.995774,691.356893,3,14,4,1,2,1,6
U0000384,3466.294871,2745.618822,3692.911341,6,11,5,2,2,1,4
U0000385,1549.651513,4301.605262,2687.018837,2,13,2,1,2,1,6
U0000386,17555.533143,10307.747606,4067.428759,3,5,3,2,2,1,4
U0000387,3828.900099,5714.6044999999995,6613.056479,4,7,4,1,2,2,4
U0000388,2405.7143579999997,2784.086697,1680.855403,8,15,5,3,1,2,5
U0000389,2601.242328,2400.628543,2500.919364,14,27,16,4,4,1,6
U0000390,3073.927479,2853.482931,623.827718,10,13,5,2,2,1,5
U0000391,11591.871978,11464.348554,6905.295142,9,27,4,2,1,2,6
U0000392,8065.604254,8105.108577,3316.290837,10,26,4,1,2,1,6
U0000393,821.444506,892.217427,52.710926,4,4,5,3,3,2,3
U0000394,5841.987999,2600.471631,1855.354202,8,9,5,2,2,1,3
U0000395,2358.692081,1974.546997,1309.8351659999998,12,24,3,2,2,2,6
U0000396,2506.000899,399.792078,120.760696,5,9,2,1,1,1,3
U0000397,1368.593443,1327.419861,1584.469357,4,11,7,2,2,2,5
U0000398,4251.571637,4770.953381,1755.772116,9,22,6,3,3,2,6
U0000399,1537.70959,3784.166572,357.678923,8,28,1,1,1,1,5
U0000400,3569.60362,4914.241525,1504.531561,7,13,5,1,2,2,5
U0000401,2310.43679,554.384293,327.320598,11,13,7,3,1,1,5
U0000402,9097.977051,8435.541349,1944.454595,2,6,1,1,1,2,3
U0000403,10812.892826,11261.821499,6446.0759,5,12,2,2,1,1,6
U0000404,3446.2684010000003,5419.593085,3733.896123,4,14,9,2,1,1,6
U0000405,4301.629065,4519.059437,4166.217293,4,15,6,2,2,1,5
U0000406,12661.172225,8965.438104,6827.0487299999995,6,18,6,1,1,2,5
U0000407,18377.620662,17495.722158,19828.735224,8,11,3,1,2,1,5
U0000408,11127.064837,11675.697037,5606.163884,6,8,5,1,3,2,3
U0000409,5133.2321680000005,5129.656131,3113.810295,5,13,3,3,2,1,5
U0000410,4789.190854,5920.870104,5197.817934000001,12,30,9,2,2,2,5
U0000411,2326.8211690000003,1963.238895,1771.8931890000001,11,21,5,2,1,1,5
U0000412,1291.259027,1429.472172,1723.880587,9,16,9,2,3,1,5
U0000413,2564.952327,2795.204629,1321.59736,7,13,3,1,2,2,4
U0000414,5717.095361,10595.700415,841.138822,2,23,5,1,2,1,4
U0000415,5072.845266,3718.076805,5375.141183,8,15,6,1,1,1,4
U0000416,9443.945962,2403.765153,2107.528287,4,17,2,2,1,1,6
U0000417,1211.608993,1772.496056,1056.500959,4,9,3,3,2,2,6
U0000418,9379.970659999999,7872.91715,10225.993019000001,6,8,2,2,2,2,3
U0000419,6343.51601,1502.1993710000002,1637.63935,7,10,3,1,2,2,5
U0000420,6514.777004,1196.076302,1798.332252,5,18,7,3,3,2,5
U0000421,2016.730591,2114.094852,1419.384254,5,12,6,2,3,2,4
U0000422,2687.005664,3017.076541,919.535304,15,16,3,1,2,1,5
U0000423,3468.386496,2644.142985,1230.024551,8,17,4,2,2,1,6
U0000424,4163.284403,4885.496898,3279.652963,9,19,3,2,1,1,5
U0000425,7932.796306,7981.041649,7076.832176999999,3,13,3,2,1,2,5
U0000426,4902.323287,3778.343462,4627.960743,8,20,9,3,3,2,5
U0000427,29067.780501999998,20246.204129,4965.226739,4,10,2,2,1,2,3
U0000428,1928.372336,2316.733629,1584.0463590000002,7,22,3,1,1,1,6
U0000429,2194.3156480000002,1745.259205,909.4463460000001,4,13,5,3,1,1,5
U0000430,4271.067894,4074.615862,2648.58367,18,32,9,3,2,2,4
U0000431,1225.630524,298.913722,631.920122,8,20,6,3,3,1,6
U0000432,6116.468934,3709.451498,7066.789528,8,26,7,1,1,1,6
U0000433,5630.385037,5284.562901,1702.039581,7,17,3,1,2,2,6
U0000434,14374.60273,12830.664754,5897.3868729999995,16,24,3,2,3,2,5
U0000435,3696.313151,3510.903548,1829.2504099999999,10,26,2,1,2,1,6
U0000436,6410.621262,1264.003359,4833.957853,4,7,3,1,2,2,3
U0000437,3475.919489,3188.354637,3258.028921,9,24,9,1,1,2,4
U0000438,6622.4767870000005,1582.829702,1708.910696,6,7,3,3,1,1,3
U0000439,14439.024454,6159.6042449999995,3795.216473,4,8,6,2,3,1,4
U0000440,2804.182085,2434.872164,605.3640780000001,3,12,3,2,2,1,6
U0000441,2166.2272620000003,1252.75668,1319.119131,5,12,4,1,1,2,5
U0000442,3228.268886,3335.1513210000003,527.382221,6,12,4,2,2,2,6
U0000443,1098.367605,1304.3943179999999,1188.767199,6,18,4,2,2,2,6
U0000444,1780.597861,1607.4949239999999,2489.384375,7,8,4,2,2,1,5
U0000445,2539.180523,1022.942225,2589.76213,9,11,4,3,1,2,4
U0000446,4728.539241,2984.248475,676.459274,5,13,4,2,3,1,4
U0000447,5284.494001,3549.942298,3870.434026,20,51,13,3,2,2,6
U0000448,4951.943845,9936.692577,11085.590603999999,3,8,2,1,2,1,5
U0000449,24025.152255,35741.010557,24946.720494,5,10,2,2,1,1,4
U0000450,6473.7913,15611.44485,13013.515438999999,3,7,3,2,1,1,2
U0000451,284.087737,432.108618,486.004797,3,19,8,2,3,1,6
U0000452,2664.390739,1374.804886,520.370949,6,17,3,2,1,1,5
U0000453,4693.844127,4356.905473,2424.482183,6,8,3,2,2,1,4
U0000454,1627.214478,1574.282805,991.603266,7,27,10,3,1,1,5
U0000455,3353.231962,2961.45013,785.071279,1,11,3,1,2,1,5
U0000456,8499.646494999999,8471.636922,7032.045764,18,37,12,1,3,2,6
U0000457,3919.6897120000003,4152.030692,1577.97357,8,18,8,2,2,2,4
U0000458,3110.149234,2895.948859,212.81982399999998,7,9,2,1,1,1,4
U0000459,3323.844251,2566.4075080000002,1823.567649,5,7,3,2,1,1,5
U0000460,1909.247092,1153.53028,733.5767,7,24,11,1,1,1,6
U0000461,8015.92742,7647.361475,3979.836743,17,27,10,2,3,2,6
U0000462,13832.755914,7805.934925,6222.529066,6,13,4,3,3,1,5
U0000463,2681.7618039999998,2300.223971,1493.80132,8,6,4,2,2,2,3
U0000464,414.60058300000003,201.944367,235.08715999999998,3,12,6,3,1,1,5
U0000465,5304.412506000001,3373.330574,3347.833262,6,14,5,1,3,1,4
U0000466,1596.934862,1696.795553,946.7428580000001,8,13,5,2,1,1,5
U0000467,26993.105931,32628.790036,15523.255120999998,5,16,6,2,3,1,5
U0000468,6847.843339,2572.840663,4712.398614,11,23,3,2,1,1,4
U0000469,9557.716059,9482.353268,5177.752924,5,10,5,1,3,1,5
U0000470,2787.111508,1988.7211909999999,1359.885736,6,11,4,3,1,1,4
U0000471,3423.519523,2147.862584,815.2217870000001,7,24,12,1,1,1,4
U0000472,3960.8296920000003,6895.010107,4135.793952,4,26,7,2,2,2,5
U0000473,8465.847743,2658.126589,5528.934337,14,22,4,2,1,1,5
U0000474,1728.52032,1058.493068,1667.472215,1,6,6,3,2,1,4
U0000475,9078.090802,4188.244383,2760.748342,5,7,3,2,2,1,3
U0000476,7128.676669,6938.617447,6175.517765,12,21,7,2,1,1,5
U0000477,7331.940676,6666.396048,474.281991,11,19,11,3,1,1,6
U0000478,4941.078773,5453.406266,1189.020919,10,30,11,3,1,1,6
U0000479,12220.257332000001,6902.6535730000005,5983.768495,10,12,6,2,1,1,5
U0000480,1344.543449,881.340079,195.275696,6,21,5,1,2,1,5
U0000481,7370.4006340000005,7481.376016,5639.177591,10,18,11,3,1,1,5
U0000482,2375.184042,1701.867763,1306.642497,8,17,6,3,3,1,6
U0000483,18511.308397,6053.007574,14026.729884999999,9,16,7,1,3,1,5
U0000484,11179.875516,4757.087988,6303.600304,4,14,6,1,2,1,4
U0000485,7319.887267,2159.461742,6432.950051,16,28,8,1,2,2,6
U0000486,5384.662177,5316.301034,1302.034942,18,36,12,2,2,1,6
U0000487,3897.517553,2289.508954,3570.329954,4,4,2,2,1,1,4
U0000488,8835.101702,9096.53401,4963.178555,3,17,3,1,2,1,5
U0000489,1074.4340849999999,2835.2796280000002,260.156069,2,17,4,1,2,1,5
U0000490,2422.6672280000003,2161.303409,1202.465882,6,9,4,3,1,2,5
U0000491,12224.87864,8739.188838,7037.964635,4,14,4,2,2,1,6
U0000492,1152.890292,871.028412,937.803577,3,12,7,2,2,1,5
U0000493,599.591313,1719.265792,896.471819,1,9,4,1,2,1,5
U0000494,3245.850774,1566.558783,4245.374877,3,7,2,1,2,1,3
U0000495,902.520291,605.006724,564.424215,8,27,8,1,3,1,5
U0000496,31638.392449,23294.756515,16683.68422,17,15,4,3,3,2,5
U0000497,3487.742093,2760.227304,1164.62347,5,18,6,2,1,1,5
U0000498,8360.301849,10062.786259,4540.886014,5,22,5,2,3,2,5
U0000499,1831.299945,3543.144832,3389.863583,8,23,8,4,3,2,5
U0000500,5948.9189160000005,5970.03098,874.422598,4,17,5,2,1,2,5
U0000501,767.449797,1055.830104,627.785819,3,8,3,1,2,1,4
U0000502,4699.10494,1443.314697,2297.54398,12,20,15,1,3,2,5
U0000503,19141.937223,16547.305055,4342.156501,12,20,2,2,1,1,4
U0000504,18032.028799,12118.963437999999,18057.59481,4,11,3,2,3,1,3
U0000505,9652.281903000001,9588.391745,6609.037115,14,41,7,2,3,2,6
U0000506,2782.877658,1803.271049,2018.9725509999998,5,14,3,2,2,1,5
U0000507,244.722459,298.849857,301.572204,6,15,5,2,1,1,6
U0000508,810.178488,1197.34147,319.021197,3,14,1,1,1,1,6
U0000509,11139.693234,11183.030472,12098.367682,4,5,1,1,1,1,4
U0000510,2041.350254,1894.67641,1589.346305,9,27,4,2,2,1,6
U0000511,5072.727475,1269.977851,2315.549937,7,13,5,3,3,2,6
U0000512,3867.460209,2851.944486,466.013176,8,13,5,2,3,2,5
U0000513,426.277117,1754.931879,1138.915277,1,8,2,1,2,1,5
U0000514,10014.871744,12220.535289,9356.339083,8,30,7,1,2,2,6
U0000515,6403.48539,9705.528143,2078.320062,7,11,7,2,2,1,5
U0000516,6928.168912,6333.178227,777.123163,5,9,5,1,3,2,5
U0000517,3822.407765,3294.437219,607.754872,7,8,1,1,1,1,5
U0000518,2224.592949,1383.479888,282.457735,6,7,3,1,2,2,3
U0000519,4260.110486,6207.010532,1203.342173,9,18,6,1,1,2,5
U0000520,4638.997459,2877.999717,3494.27536,6,25,3,1,2,2,6
U0000521,3356.960362,3663.815791,3116.3865450000003,28,45,19,4,2,2,6
U0000522,873.046127,1619.735785,57.047392,5,6,1,1,1,2,4
U0000523,4060.911799,3014.253105,854.306609,2,8,2,1,1,1,4
U0000524,2193.189383,2676.528015,1361.799847,3,17,3,2,2,1,5
U0000525,1604.991911,799.216408,1357.33385,8,13,6,3,1,2,4
U0000526,10071.927902,22163.043606,15238.538943,2,16,1,1,1,1,4
U0000527,1882.528947,3125.870306,2025.921498,8,16,7,3,2,1,6
U0000528,1212.672706,2179.799155,256.74276199999997,3,12,4,2,1,2,5
U0000529,2227.876729,426.500366,101.421508,7,17,7,2,2,2,5
U0000530,2955.706941,1499.717355,303.659233,9,26,6,2,2,1,4
U0000531,1811.048006,800.881068,940.434508,4,13,4,1,1,1,5
U0000532,383.62021300000004,561.122373,402.001926,6,25,9,2,3,1,6
U0000533,9027.877117,9841.159028,5826.771523,8,19,7,3,2,2,6
U0000534,21660.877762,28321.329718,5478.1527080000005,12,36,10,3,2,1,6
U0000535,3569.640759,2989.736178,2231.9123170000003,3,13,3,2,2,1,4
U0000536,9652.936572,8185.679589,3126.196684,23,30,7,3,1,2,6
U0000537,1453.534033,898.162127,565.899627,10,17,4,2,1,2,6
U0000538,3188.5396920000003,5679.488789999999,4224.860122,2,7,5,1,2,1,5
U0000539,4807.229683,4533.622399,785.790337,7,18,3,2,1,2,6
U0000540,1147.829966,1288.379786,1225.837802,6,17,5,3,2,2,5
U0000541,11096.038355,8966.598669,8656.981908,5,15,5,3,2,1,5
U0000542,3622.0465940000004,2885.533012,4782.205444,2,5,1,1,1,1,2
U0000543,1064.966788,998.647246,742.938434,6,12,4,1,1,1,6
U0000544,1558.213704,1352.898342,907.005793,9,32,8,1,3,1,6
U0000545,761.627194,2897.511003,1417.919899,3,10,2,2,2,1,4
U0000546,1931.082328,293.145065,1286.28609,8,22,4,2,1,1,5
U0000547,2038.61369,5974.794004,969.933229,5,17,6,2,1,1,5
U0000548,3811.051734,4380.191622,1289.951031,8,20,4,2,1,1,5
U0000549,20922.660324,13475.070709,20179.139402,6,17,7,1,2,2,5
U0000550,19746.853645,20948.682299,19134.78151,7,17,8,1,3,2,6
U0000551,4206.10842,2012.064178,2119.464043,7,14,6,1,3,2,5
U0000552,12024.848301,6024.123715,3628.086511,5,11,6,3,1,1,4
U0000553,1514.3380200000001,2313.866433,1057.96205,5,13,3,1,1,1,5
U0000554,1846.90158,3758.242867,1258.502516,5,13,4,2,2,2,5
U0000555,12781.50477,4588.946662,4212.1932480000005,13,32,2,1,2,1,5
U0000556,3227.385793,4713.788826,2560.845838,3,6,4,2,2,1,2
U0000557,3093.65727,4270.078868,2593.942666,4,19,2,1,1,2,6
U0000558,3456.660706,3866.174565,1036.398725,9,16,4,2,1,1,5
U0000559,723.80911,364.611225,726.490626,1,12,3,1,2,1,6
U0000560,14614.812185,12720.242176,7825.464463,17,31,8,1,1,2,5
U0000561,2872.3247929999998,3336.451802,80.755622,4,8,1,1,1,2,2
U0000562,12657.981294,6019.683382,4473.436731,6,12,4,2,1,2,4
U0000563,5989.0269,4963.238426,3985.540645,11,19,6,2,1,2,6
U0000564,3094.201251,2225.793782,209.863946,5,10,1,1,1,1,5
U0000565,4109.457695,2281.257905,198.732182,6,25,5,2,1,2,6
U0000566,4886.902365,6572.45238,1510.519687,9,30,12,2,3,2,5
U0000567,973.787356,466.366313,252.451903,8,26,11,1,3,1,5
U0000568,1424.482273,2098.60864,454.88521499999996,8,25,3,1,1,1,4
U0000569,5809.1521250000005,9261.890635,10481.966404,6,21,7,1,3,1,6
U0000570,4495.19188,3624.097838,292.130947,4,10,4,2,2,2,4
U0000571,2532.1764519999997,1985.751666,919.7961300000001,6,8,3,3,2,2,5
U0000572,5015.221183,5100.979275,1986.354899,8,17,7,3,3,1,5
U0000573,6463.601592,5598.60885,4388.302121,11,13,4,2,1,2,4
U0000574,8004.867979000001,7611.58071,308.448919,8,21,6,2,1,2,5
U0000575,1134.454756,801.297781,792.44546,12,23,1,1,1,1,5
U0000576,8024.456638,2734.173319,6203.926614,4,10,4,1,1,1,3
U0000577,2323.332265,2409.325631,2070.438522,4,16,3,2,1,1,5
U0000578,2824.748807,1609.237002,823.793856,6,12,3,2,2,2,4
U0000579,9907.232326,8102.647279,9734.800974,7,13,2,1,1,2,4
U0000580,9849.196366,7200.487573,4410.766382,3,13,4,1,1,1,4
U0000581,1088.335551,886.719657,474.158641,6,13,2,2,2,1,5
U0000582,13744.775728,10842.409386,12755.389364999999,5,7,3,1,1,1,5
U0000583,4018.979479,2144.278012,462.204649,7,12,2,2,1,1,4
U0000584,13763.575739,14685.679947,11038.813594,8,19,2,1,2,1,4
U0000585,2035.115261,2108.005999,1835.478919,8,8,2,1,2,1,3
U0000586,11220.426693,17749.587513,3427.317974,5,12,5,2,2,2,6
U0000587,14020.45814,10654.0458,5475.262459,5,14,3,1,1,1,4
U0000588,5477.180485,6184.436645,644.162297,10,10,4,2,1,2,6
U0000589,5689.301728,12237.377732,4558.944373,3,9,3,1,1,1,3
U0000590,21264.824822,22340.315392,11059.613241,7,17,4,2,2,1,5
U0000591,3401.260569,3355.895752,2894.573963,6,10,7,1,1,2,5
U0000592,3701.999737,3199.285826,2162.405632,5,11,3,3,1,1,6
U0000593,10434.300369,9252.635663000001,6201.0984499999995,3,10,3,1,1,1,5
U0000594,13949.941535,13306.744432,8674.677132,4,7,3,2,1,2,4
U0000595,6705.121301,5534.312226999999,634.75286,4,4,3,2,2,2,2
U0000596,3855.426048,5898.734906,2154.561607,8,21,5,2,3,1,6
U0000597,2707.966925,2817.984911,704.658594,9,20,2,1,1,1,6
U0000598,8958.113818,3702.892375,4282.292399,5,14,3,1,1,1,5
U0000599,5118.9569950000005,2962.147199,2373.784682,8,14,4,2,1,2,5
U0000600,6873.078263,5693.504012,2808.645704,19,17,9,2,1,1,4
U0000601,3202.095982,2245.261828,2349.210289,11,29,8,3,1,2,6
U0000602,5214.635867,4965.471295,7715.320122,1,8,2,1,1,1,4
U0000603,4080.644742,1947.874949,3814.7464560000003,6,8,5,2,2,2,4
U0000604,2686.367427,4852.163103,2308.42342,8,29,8,1,3,2,5
U0000605,4183.627448,1508.823325,2536.562982,3,8,2,1,1,2,6
U0000606,4698.691724,10283.222773,3065.4509319999997,5,13,5,2,3,1,5
U0000607,3392.9610709999997,788.600613,2358.152033,7,10,6,3,1,1,4
U0000608,9775.461697,10369.098773,9718.049706,13,21,3,1,1,1,6
U0000609,7369.640315000001,13820.85004,461.39218500000004,2,8,3,1,1,2,3
U0000610,9020.080304,8386.023337,210.25573100000003,4,16,2,2,2,1,6
U0000611,2046.076583,1690.669737,497.349389,3,8,1,1,1,2,4
U0000612,5351.883553,7024.090571,357.300617,8,7,4,2,3,1,4
U0000613,4691.8686450000005,3837.4891979999998,181.567202,2,17,1,1,1,1,4
U0000614,1777.1200489999999,2814.04267,601.185457,7,12,7,1,2,2,5
U0000615,12739.189015,8961.756054,8820.493079,9,20,10,2,3,2,5
U0000616,820.019194,230.023615,45.953333,14,15,9,1,3,2,5
U0000617,2102.851129,1596.126872,1624.140301,7,18,7,2,2,2,5
U0000618,2806.184077,1996.443418,425.423584,10,20,4,1,1,1,6
U0000619,759.370664,1061.17817,339.422958,6,16,3,1,1,2,5
U0000620,7043.901037,2336.728936,7303.7024,3,23,4,1,3,1,5
U0000621,822.546749,1408.791594,1038.091116,4,10,5,1,2,2,4
U0000622,34834.033478,19895.968355,10259.513535,3,10,2,1,1,2,5
U0000623,960.735466,1861.557804,638.902552,5,20,3,2,2,1,6
U0000624,692.883504,621.417326,562.120948,10,27,6,1,3,1,5
U0000625,3824.791703,2104.2779140000002,2210.010096,1,6,1,1,1,1,2
U0000626,12888.695903,12456.466117,5699.635938,12,24,6,1,3,2,5
U0000627,1575.149274,585.532562,197.478984,10,6,2,1,2,2,3
U0000628,861.195157,751.450706,338.702472,9,11,4,2,1,2,4
U0000629,2235.770677,407.204403,781.219037,8,16,1,1,1,1,5
U0000630,974.166947,1382.561794,1045.641343,4,14,3,1,2,2,6
U0000631,1908.322655,2660.674522,1666.40465,6,13,3,2,1,2,4
U0000632,1905.901147,2689.136715,173.384379,6,5,3,2,3,1,3
U0000633,831.469663,972.301791,1209.756474,3,12,5,2,1,2,6
U0000634,1680.281756,2636.906114,1903.780896,10,33,13,3,1,1,6
U0000635,925.661773,564.140161,819.6646189999999,2,8,2,1,2,1,6
U0000636,2169.402199,1550.299397,1606.559628,14,44,7,2,3,1,6
U0000637,4718.434394,8245.213731,2443.821178,8,20,2,2,2,2,6
U0000638,2583.223748,3234.348701,1693.524876,7,15,5,2,3,1,5
U0000639,12708.208924999999,10038.820141,14540.147121,7,6,6,3,1,2,3
U0000640,7870.4052249999995,8819.453492,9679.118047,3,6,2,2,1,1,4
U0000641,1587.0071130000001,1430.795167,722.630786,3,5,2,1,1,2,4
U0000642,1854.244666,2155.5380059999998,937.47122,2,7,3,1,2,2,4
U0000643,2684.995393,2989.011873,1336.803559,5,13,2,1,1,1,5
U0000644,1424.581514,821.051183,132.912384,4,19,3,1,2,1,5
U0000645,3186.068919,1807.255683,399.631917,16,41,6,1,1,1,6
U0000646,3447.594345,3423.976277,1594.589647,7,19,3,1,1,2,5
U0000647,7283.7935609999995,8134.188534,4917.483189,10,28,8,1,1,2,5
U0000648,8948.285415,7027.272653,2409.133391,7,18,7,2,3,1,5
U0000649,2124.255885,1214.5402100000001,444.996871,17,24,4,3,2,2,5
U0000650,10465.789112999999,11448.790146,3097.260886,5,16,4,2,2,1,5
U0000651,23895.870238,4397.294371,2661.287273,10,27,8,2,2,2,6
U0000652,4834.18707,3555.932573,2661.808203,8,12,4,2,2,1,6
U0000653,3440.834264,918.859526,2740.826989,10,22,10,2,2,2,6
U0000654,4462.72944,5713.327104,3011.394096,9,30,6,2,3,2,6
U0000655,8155.605507,4131.578061,594.740286,6,9,2,2,2,2,5
U0000656,5605.7913340000005,7064.000727,474.098268,7,18,7,3,2,1,5
U0000657,2859.158233,498.38401700000003,454.028631,5,6,2,2,1,2,2
U0000658,1407.465837,3915.784562,3509.441027,3,18,6,1,3,1,5
U0000659,1994.140862,2843.54516,3763.10966,3,8,3,1,2,2,4
U0000660,1731.159511,1567.299022,422.758383,12,20,6,3,2,1,6
U0000661,57301.661077,26570.255753,32161.956473,5,10,3,3,2,1,4
U0000662,4343.4322839999995,3077.756488,198.195243,7,6,2,2,1,1,3
U0000663,1195.6539890000001,2239.46014,113.813617,5,19,4,1,2,2,6
U0000664,4154.884006,4589.977103,204.569375,11,22,8,1,3,2,5
U0000665,1104.490577,895.456912,146.077314,2,10,2,1,2,1,5
U0000666,2796.81708,1412.357851,2448.3839829999997,5,4,3,2,1,1,4
U0000667,18631.904511,26162.908226,3388.491568,6,18,4,2,2,2,4
U0000668,6293.480609,3237.655558,1351.271155,10,13,5,2,3,2,4
U0000669,7837.9128,8071.78932,689.255923,8,17,8,1,2,2,6
U0000670,7412.404853,5055.194257,3358.247714,4,9,3,2,1,2,4
U0000671,2638.352269,1330.289442,2418.6554330000004,4,6,2,2,1,2,4
U0000672,20596.055207,21605.486768,7289.351659,12,22,6,3,3,2,6
U0000673,4369.837252,3598.37918,2747.859355,5,9,3,2,2,1,3
U0000674,2380.26246,2160.668159,1210.535203,8,11,4,1,1,1,4
U0000675,6190.149979,5129.128453,1911.865639,10,17,3,1,1,2,4
U0000676,9544.56017,12799.254602,1018.3201779999999,3,11,2,2,1,1,6
U0000677,11550.255232,2768.704209,10869.805328999999,5,16,2,1,1,2,6
U0000678,7385.613452,7879.770135,3705.067337,10,15,5,1,3,1,6
U0000679,22135.07852,6224.173713,2965.325453,3,11,2,1,2,1,3
U0000680,278.463464,295.137348,543.218158,3,14,4,2,2,1,6
U0000681,625.292251,691.419655,457.114769,12,29,8,1,1,1,6
U0000682,3738.3247410000004,2648.122767,2183.854952,8,17,10,2,3,2,4
U0000683,605.033045,390.40877,110.637795,2,12,3,1,2,1,5
U0000684,5023.942274,6332.418026,4014.775917,2,14,2,2,1,1,5
U0000685,3620.902918,3231.465286,3586.095029,17,36,16,2,2,2,6
U0000686,5772.483707,2613.264653,2033.072424,7,14,3,2,2,1,5
U0000687,7837.133167999999,6764.120895,389.427961,4,10,2,1,2,1,4
U0000688,20309.017342,12890.257637,10427.067149999999,3,13,3,2,2,1,5
U0000689,5872.018337,4966.214389,4473.210543,2,6,3,2,1,1,2
U0000690,1011.720511,1590.142333,771.234328,4,18,5,2,1,1,5
U0000691,779.105743,683.591874,262.028254,6,15,6,2,1,2,6
U0000692,11161.376674,10283.137834,2643.5535959999997,6,16,2,1,2,2,6
U0000693,4540.2103019999995,7571.835653,3592.923436,9,23,5,1,1,2,6
U0000694,6363.349555,5051.286687,3532.443647,4,12,4,1,2,1,5
U0000695,3004.54796,4321.986406,625.009887,4,9,4,1,2,2,4
U0000696,2123.541167,1602.142096,2059.612774,6,11,4,2,2,1,4
U0000697,6324.897486,4367.599941,2542.6003650000002,4,27,5,1,3,2,6
U0000698,3258.957344,2495.889985,1956.73631,8,14,4,1,2,1,5
U0000699,1466.784183,1653.579704,1069.013868,8,28,7,2,2,1,6
U0000700,2060.510309,1583.238957,1529.664594,8,17,4,2,1,1,5
U0000701,1591.261816,964.464804,576.446248,7,7,4,3,2,1,3
U0000702,4214.623446,2581.136995,1398.167222,6,14,4,1,2,2,5
U0000703,7282.195519999999,6251.249265,3968.485291,4,8,4,1,2,1,5
U0000704,6339.611727,5173.607201,3193.635497,8,12,3,1,1,2,5
U0000705,4701.08985,2285.387248,1440.098366,4,14,7,1,3,2,6
U0000706,9209.923591,2606.278137,727.060347,14,10,5,2,3,1,4
U0000707,7367.697809,4084.453582,3353.658399,5,6,4,1,2,1,3
U0000708,8137.070676,6906.12161,3895.57196,4,12,4,1,3,2,4
U0000709,2135.181474,608.129601,262.830044,10,16,4,2,3,1,5
U0000710,4767.927175999999,2746.853673,688.299317,2,9,1,1,1,1,5
U0000711,1808.327214,1787.446712,129.963823,9,24,8,2,2,1,6
U0000712,4824.04406,4571.723373,3532.206429,7,6,1,1,1,2,3
U0000713,2763.340568,2106.198335,952.9453920000001,9,12,4,1,1,2,5
U0000714,5385.71744,3141.211152,1553.7876310000001,4,5,3,2,2,1,3
U0000715,3212.284104,2899.771566,2278.460124,5,23,6,2,1,1,6
U0000716,4193.177274,2450.402737,259.093652,3,7,1,1,1,1,4
U0000717,2899.843944,2786.188609,2856.057381,10,14,5,2,3,2,6
U0000718,753.839006,863.30434,871.125498,5,21,2,1,2,2,5
U0000719,4248.982515,3585.256811,359.963626,5,11,1,1,1,1,4
U0000720,1968.881749,1325.440693,130.776233,11,26,5,3,1,2,5
U0000721,1442.605751,5232.189625,1223.072097,2,12,4,2,1,2,5
U0000722,6096.953013,7161.558443,4129.6290340000005,9,33,7,2,3,1,6
U0000723,3603.579209,720.594823,1527.7158220000001,12,17,3,1,1,2,4
U0000724,4081.713785,2641.078859,3140.7091609999998,4,13,3,1,2,1,4
U0000725,5481.342952,9629.676896,336.706637,3,9,1,1,1,2,5
U0000726,4888.972313,1401.733961,1076.61775,2,6,3,1,1,1,4
U0000727,907.566939,1159.761417,687.302664,4,5,2,1,2,1,1
U0000728,17616.921003,25878.600254,3206.655072,2,11,1,1,1,1,3
U0000729,3267.1134389999997,1452.782737,731.369988,3,7,5,2,1,1,5
U0000730,6789.2026000000005,12573.779353,2992.1788699999997,7,20,3,2,1,1,6
U0000731,19054.699342,11543.746804999999,1248.5446220000001,10,8,9,1,2,1,4
U0000732,4846.589385,3870.7737079999997,3739.1797380000003,2,5,3,1,2,1,3
U0000733,3736.217121,1823.235554,914.595927,7,16,6,1,1,2,5
U0000734,3029.953581,2172.574292,1396.369531,6,16,6,3,3,1,5
U0000735,6271.183674,5088.319854,1285.552187,15,31,11,2,3,2,6
U0000736,2446.587325,691.329262,1682.436998,5,14,3,1,3,2,5
U0000737,5046.364545,691.062695,1723.8093450000001,6,16,7,2,3,1,4
U0000738,1556.65655,1372.41955,889.593664,6,18,3,1,1,2,6
U0000739,9665.449039,8689.443438,3647.802667,14,33,10,3,2,1,6
