user_id,registration_time,registration_channel,kyc_level,age,age_band,occupation,country_code,ka_owner,bd_owner,user_restriction,risk_tag,fraud_label,deposit_amount,trade_amount,withdrawal_amount,net_fund_flow,withdraw_address_unique_count,withdraw_ip_unique_count,fund_loop_cv,amount_diff_ratio,risk_level,risk_source,risk_operator,risk_reason,risk_recorded_at
U0000187,2026-01-17T00:25:17+00:00,IOS,L2,37,35-49,SALARIED,GB,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,5428.782719,1441.074269,2165.6979069999998,3263.084812,2,2,0.5758725278550445,1.3240056077374982,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000188,2026-01-31T23:23:58+00:00,IOS,L2,35,35-49,SALARIED,TR,N/A,BD_03,NONE,BASELINE,0,4473.305192,2942.390869,2255.762549,2217.5426429999998,1,1,0.28752278667280884,0.6878619034900673,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000189,2026-01-10T14:24:29+00:00,WEB,L2,48,35-49,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,3387.450455,2364.343794,1169.747529,2217.702926,2,1,0.39280638471358564,0.9612177447439224,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000190,2026-03-31T12:48:13+00:00,ANDROID,L1,28,25-34,OTHER,TR,KA_09,N/A,NONE,BASELINE,0,4432.415127,2721.589236,1051.269119,3381.146008,2,2,0.5046925361926395,1.23620962131875,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000191,2026-01-28T04:14:03+00:00,ANDROID,L2,39,35-49,SALARIED,AE,N/A,N/A,NONE,BASELINE,0,3683.727349,5213.939983,2053.630992,1630.096357,2,1,0.3534938469130562,0.8657354308595858,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000192,2026-02-19T12:20:51+00:00,IOS,L2,42,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,3328.7050010000003,3086.747201,1342.405321,1986.2996800000003,1,1,0.3421762133596972,0.7681114305506949,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000193,2026-04-23T22:48:31+00:00,IOS,L2,20,18-24,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,7102.0109680000005,3093.063683,2285.494138,4816.5168300000005,2,3,0.5062620386986828,1.1577637793828277,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000194,2026-01-22T03:59:36+00:00,ANDROID,L1,68,50+,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,3080.834892,3038.2443869999997,3215.871983,-135.03709100000015,2,1,0.024334085297357238,0.057084688826305824,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000195,2026-02-14T12:50:55+00:00,WEB,L2,30,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2427.115671,3054.29961,3003.265641,-576.1499699999999,2,3,0.10055512433940611,0.22175870068623427,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000196,2026-03-02T20:10:18+00:00,ANDROID,L2,65,50+,OTHER,GB,N/A,N/A,NONE,BASELINE,0,2239.110714,886.2678040000001,2377.800585,-138.68987100000004,3,1,0.36677658375490607,0.8130933519064861,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000197,2026-03-22T11:51:39+00:00,ANDROID,L2,57,50+,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,2462.0758690000002,1458.921228,545.370503,1916.7053660000001,1,2,0.5257807181484344,1.287425624796311,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000198,2026-01-14T07:52:36+00:00,ANDROID,L2,62,50+,OTHER,TR,N/A,N/A,NONE,BASELINE,0,3373.391938,2664.3791929999998,1052.344146,2321.0477920000003,1,1,0.41092751533035565,0.9820917014689607,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000199,2026-03-15T04:36:37+00:00,ANDROID,L2,39,35-49,SALARIED,DE,KA_06,BD_06,NONE,BASELINE,0,3012.62401,2983.125043,1136.14701,1876.477,2,2,0.36920450741979643,0.7893316097531581,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000200,2026-03-28T20:32:53+00:00,WEB,L1,33,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,901.615198,714.924552,1159.29159,-257.6763920000001,1,2,0.1968945454695098,0.48025292271539827,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000201,2026-02-12T00:46:07+00:00,WEB,L2,20,18-24,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,6514.121363,7756.02689,4316.281542,2197.8398210000005,1,2,0.22955963025551265,0.5552027020690125,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000202,2026-02-21T04:26:16+00:00,WEB,L1,44,35-49,SALARIED,AE,N/A,N/A,NONE,BASELINE,0,2443.235996,2634.372655,1032.380993,1410.855003,1,1,0.3507742585517826,0.7865766173138214,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000203,2026-02-01T01:29:37+00:00,ANDROID,L2,39,35-49,RETIRED,DE,N/A,N/A,NONE,BASELINE,0,6014.240954,4866.3226700000005,2040.954129,3973.286825,1,1,0.3876274956259335,0.9224814532513068,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000204,2026-02-06T01:23:09+00:00,H5,L2,32,25-34,OTHER,TR,N/A,N/A,NONE,BASELINE,0,4899.685411,3463.142313,2781.0456729999996,2118.6397380000008,1,3,0.23771493704999844,0.5703509890655305,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000205,2026-03-22T06:15:21+00:00,ANDROID,L1,49,35-49,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,6240.90954,4938.125443,6270.068053,-29.158513000000312,2,1,0.106789177521665,0.2289990391916441,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000206,2026-04-04T13:31:54+00:00,IOS,L2,32,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,1458.6878210000002,1635.898759,1489.237159,-30.549337999999807,1,2,0.050623392732440826,0.11598020436012212,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000207,2026-03-08T07:48:16+00:00,ANDROID,L2,54,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,18795.129552,16638.578252,9748.05629,9047.073261999998,2,1,0.2561863930745864,0.6007118210243647,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000208,2026-02-05T02:36:14+00:00,IOS,L2,49,35-49,SALARIED,GB,KA_03,N/A,NONE,BASELINE,0,1523.566341,1297.000921,114.53259,1409.033751,1,2,0.6314466396123851,1.4401899308875712,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000209,2026-04-28T22:55:22+00:00,WEB,L2,41,35-49,STUDENT,TR,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,12056.553443,1813.99991,5624.477562,6432.075881000001,1,2,0.6504602661119715,1.5761791162566101,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000210,2026-03-15T06:20:42+00:00,ANDROID,L2,39,35-49,RETIRED,TR,N/A,BD_01,NONE,BASELINE,0,3521.119011,3864.554099,3057.083805,464.03520599999956,2,2,0.09505296763205762,0.23197043670723033,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000211,2026-03-21T16:49:39+00:00,ANDROID,L2,44,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,1516.685078,2163.553844,1293.4616839999999,223.2233940000001,3,3,0.2225597291590483,0.5248157633073262,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000212,2026-04-02T09:16:03+00:00,IOS,L2,69,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2580.034212,1052.033756,426.413318,2153.620894,1,1,0.6686537467789005,1.5919409815408474,MEDIUM,MANUAL_REVIEW_SYNTHETIC,REVIEWER_DEMO,Synthetic documented override; T+1 must not overwrite,2026-07-08T19:33:36+00:00
U0000213,2026-04-08T03:08:36+00:00,ANDROID,L2,64,50+,SELF_EMPLOYED,DE,N/A,N/A,NONE,BASELINE,0,3630.669891,4658.561914,679.0793090000001,2951.590582,1,2,0.5642212531903671,1.3311812740710411,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000214,2026-04-20T16:43:38+00:00,IOS,L2,32,25-34,STUDENT,TR,N/A,N/A,NONE,BASELINE,0,26236.170173,18516.487293000002,7967.039712,18269.130461,1,3,0.4261085858349477,1.0395998899225694,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000215,2026-04-06T23:55:16+00:00,WEB,L2,28,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2292.252141,711.871676,1244.350003,1047.902138,2,1,0.46359641501240795,1.1159634249552703,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000216,2026-01-13T14:14:46+00:00,WEB,L2,21,18-24,STUDENT,TR,N/A,N/A,NONE,BASELINE,0,8814.626376,2906.896785,758.129414,8056.496962,1,1,0.8188437198171321,1.9367118387909128,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000217,2026-01-04T22:08:38+00:00,WEB,L2,62,50+,SELF_EMPLOYED,DE,KA_00,N/A,NONE,BASELINE,0,1587.823271,3992.429089,1947.356839,-359.53356800000006,1,1,0.4220544016790296,0.9583145542356681,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000218,2026-02-15T10:59:23+00:00,ANDROID,L2,50,50+,SELF_EMPLOYED,TR,N/A,N/A,REVIEW_ONLY,BASELINE,0,3062.480386,1487.737742,1792.479158,1270.001228,3,1,0.322555231670995,0.7448294816824402,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000219,2026-03-22T18:12:52+00:00,WEB,L2,53,50+,STUDENT,DE,N/A,N/A,REVIEW_ONLY,BASELINE,0,2890.747898,1805.584825,1811.013061,1079.734837,1,3,0.2352462094063295,0.5002791194843936,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000220,2026-03-19T06:00:04+00:00,ANDROID,L2,71,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,2735.916327,2312.246894,1482.9397250000002,1252.9766019999997,2,2,0.23903348678423897,0.5755428810538303,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000221,2026-02-25T08:11:21+00:00,ANDROID,L2,60,50+,SALARIED,TR,N/A,BD_04,NONE,BASELINE,0,9899.270806,8761.027487,6902.048105999999,2997.222700000001,3,2,0.14498050297247556,0.3517544109468667,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000222,2026-03-18T04:09:49+00:00,IOS,L2,58,50+,OTHER,TR,N/A,N/A,NONE,BASELINE,0,1152.90695,459.81304800000004,1006.2430909999999,146.66385900000012,2,2,0.3416210104487181,0.7939331847528762,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000223,2026-04-02T18:51:45+00:00,ANDROID,L2,42,35-49,SALARIED,TR,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,682.311061,1037.116432,182.892878,499.418183,1,1,0.5525837631790221,1.3471288543542594,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000224,2026-04-27T03:26:09+00:00,IOS,L2,63,50+,SALARIED,DE,N/A,N/A,NONE,BASELINE,0,2467.6878260000003,1375.371394,1288.897349,1178.7904770000002,3,2,0.31360429009073837,0.6890883395938577,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000225,2026-01-25T07:35:28+00:00,WEB,L2,55,50+,OTHER,DE,N/A,N/A,NONE,BASELINE,0,7860.421754999999,9099.759328,5953.376768,1907.0449869999993,2,1,0.16943383394199013,0.4119459641047431,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000226,2026-01-01T17:24:55+00:00,ANDROID,L1,37,35-49,OTHER,TR,KA_09,N/A,NONE,BASELINE,0,2221.732505,3870.564543,1992.177062,229.55544299999997,3,2,0.3104613560793036,0.6970351276194513,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000227,2026-03-15T20:16:45+00:00,ANDROID,L2,41,35-49,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,442.204841,524.469415,496.183428,-53.978587000000005,2,3,0.06998490221858603,0.1687065834901819,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000228,2026-02-17T10:05:06+00:00,ANDROID,L2,31,25-34,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,5731.110582,8709.285415,7132.428812,-1401.3182299999999,1,3,0.16917653329535112,0.4141564481287862,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000229,2026-02-25T00:18:30+00:00,IOS,L2,29,25-34,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,9042.154982,3700.510441,1435.792758,7606.362224,1,1,0.6747242070191041,1.6094194714753238,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000230,2026-02-22T13:00:24+00:00,H5,L1,50,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,1977.420002,1736.580675,1495.189937,482.23006499999997,2,2,0.11337825228663119,0.27771880551115496,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000231,2026-01-24T05:25:12+00:00,WEB,L2,21,18-24,STUDENT,TR,N/A,N/A,NONE,BASELINE,0,951.384473,340.781078,111.263171,840.121302,1,1,0.7578829509272262,1.795861711030309,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000232,2026-04-01T22:12:21+00:00,IOS,L2,61,50+,SALARIED,TR,N/A,BD_07,NONE,BASELINE,0,1112.548658,1281.524069,1621.37789,-508.82923200000005,2,2,0.15808728730988994,0.38015352238112216,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000233,2026-01-03T09:00:17+00:00,IOS,L1,23,18-24,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,1695.962207,1601.135928,337.450439,1358.511768,2,2,0.511152093110112,1.1213319126217296,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000234,2026-04-03T15:08:15+00:00,IOS,L1,46,35-49,STUDENT,TR,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,5463.908819,5636.70869,854.655458,4609.253361,1,3,0.5557403936288267,1.1999859589655157,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000235,2026-04-25T15:41:18+00:00,WEB,L2,35,35-49,OTHER,TR,KA_06,N/A,NONE,BASELINE,0,796.4335040000001,1654.938794,243.14931,553.2841940000001,1,3,0.6466823013705276,1.5718443078820543,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000236,2026-02-27T13:13:10+00:00,ANDROID,L2,35,35-49,SALARIED,AE,N/A,N/A,NONE,SYNTHETIC_GRAPH_SIGNAL,0,2639.47982,975.045703,1454.2268330000002,1185.2529869999998,2,2,0.41405787026743757,0.9851146791753026,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000237,2026-03-03T16:22:00+00:00,WEB,L2,24,18-24,SELF_EMPLOYED,DE,N/A,N/A,NONE,BASELINE,0,3189.936796,2807.240574,871.73983,2318.196966,1,1,0.44317296157971947,1.0124726642504878,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000238,2026-01-10T09:28:26+00:00,IOS,L1,24,18-24,OTHER,TR,N/A,N/A,NONE,BASELINE,0,4421.628704,6618.108778,1015.142428,3406.4862759999996,1,1,0.5736546913661703,1.3943647033809397,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000239,2026-03-29T05:06:48+00:00,ANDROID,L2,71,50+,SELF_EMPLOYED,TR,N/A,N/A,NONE,BASELINE,0,4045.4314130000002,914.806313,1376.851099,2668.5803140000003,1,1,0.6532209639330091,1.48204886492182,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000240,2026-01-05T18:13:46+00:00,ANDROID,L2,65,50+,STUDENT,TR,N/A,N/A,NONE,BASELINE,0,12758.783762000001,7294.069372,9169.632953,3589.1508090000007,2,1,0.23275499554741566,0.5610112404944612,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000241,2026-03-12T10:38:45+00:00,ANDROID,L2,25,25-34,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,5550.442720999999,3702.280345,2901.491886,2648.9508349999996,3,2,0.27379374381627325,0.6538351128710563,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000242,2026-02-25T20:23:45+00:00,ANDROID,L2,39,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,4087.905819,6424.453799,1870.511122,2217.394697,2,2,0.4504653567408054,1.1032843932440175,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000243,2026-03-29T21:45:31+00:00,ANDROID,L1,65,50+,RETIRED,TR,N/A,BD_02,REVIEW_ONLY,BASELINE,0,1359.7369489999999,2107.022977,181.217729,1178.51922,1,3,0.65193637179304,1.58373112183989,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000244,2026-04-30T08:22:22+00:00,ANDROID,L2,28,25-34,SALARIED,TR,KA_03,N/A,NONE,BASELINE,0,2531.101327,4312.693845,227.575965,2303.525362,2,2,0.7094551421783787,1.733094388989924,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000245,2026-04-09T13:03:08+00:00,ANDROID,L1,66,50+,OTHER,TR,N/A,N/A,NONE,BASELINE,0,5158.360858999999,2619.626534,1770.530221,3387.8306379999995,1,1,0.4521974966605761,1.0644052118727125,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000246,2026-04-21T01:12:26+00:00,ANDROID,L2,38,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,414.488767,783.2849120000001,887.998688,-473.509921,1,2,0.2920986811592934,0.6810569482436719,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000247,2026-04-01T18:06:26+00:00,H5,L2,64,50+,OTHER,DE,N/A,N/A,NONE,BASELINE,0,1875.708196,2509.118489,456.813316,1418.89488,1,3,0.5316762255609939,1.2716590902521336,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000248,2026-04-06T05:15:25+00:00,ANDROID,L2,53,50+,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,1548.327442,1438.109117,1207.78012,340.5473220000001,1,1,0.10148332355067838,0.24358349703658708,MEDIUM,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
U0000249,2026-02-25T11:53:37+00:00,ANDROID,L2,41,35-49,SALARIED,TR,N/A,N/A,NONE,BASELINE,0,52659.52408,48439.752164000005,19473.744424999997,33185.779655000006,3,3,0.36700404145771764,0.8257016239006506,LOW,SYNTHETIC_UNCALIBRATED_OOF_RANK_PLUS_GRAPH,SYSTEM_DEMO,Demo-only band from uncalibrated ranking evidence; recorded after all inputs were available,2026-07-08T18:33:36+00:00
