case_id,user_id,normalized_sorusturma_no,normalized_sayi,normalized_case_type,created_at,reply_deadline
KEPCASE002614,U0001110,SOR2026002614,SAYI2026002614,ICRA,2026-05-06T10:42:00+00:00,2026-05-16T10:42:00+00:00
KEPCASE002615,U0000468,SOR2026002615,SAYI2026002615,REGULATORY_REVIEW,2026-05-06T10:45:00+00:00,2026-05-16T10:45:00+00:00
KEPCASE002616,U0000891,SOR2026002616,SAYI2026002616,REGULATORY_REVIEW,2026-05-06T10:48:00+00:00,2026-05-16T10:48:00+00:00
KEPCASE002617,U0000953,SOR2026002617,SAYI2026002617,REGULATORY_REVIEW,2026-05-06T10:51:00+00:00,2026-05-16T10:51:00+00:00
KEPCASE002618,U0000282,SOR2026002618,SAYI2026002618,REGULATORY_REVIEW,2026-05-06T10:54:00+00:00,2026-05-16T10:54:00+00:00
KEPCASE002619,U0000665,SOR2026002619,SAYI2026002619,REGULATORY_REVIEW,2026-05-06T10:57:00+00:00,2026-05-16T10:57:00+00:00
KEPCASE002620,U0000460,SOR2026002620,SAYI2026002620,REGULATORY_REVIEW,2026-05-06T11:00:00+00:00,2026-05-16T11:00:00+00:00
KEPCASE002621,U0000562,SOR2026002621,SAYI2026002621,REGULATORY_REVIEW,2026-05-06T11:03:00+00:00,2026-05-16T11:03:00+00:00
KEPCASE002622,U0000194,SOR2026002622,SAYI2026002622,REGULATORY_REVIEW,2026-05-06T11:06:00+00:00,2026-05-16T11:06:00+00:00
KEPCASE002623,U0000337,SOR2026002623,SAYI2026002623,REGULATORY_REVIEW,2026-05-06T11:09:00+00:00,2026-05-16T11:09:00+00:00
KEPCASE002624,U0001166,SOR2026002624,SAYI2026002624,REGULATORY_REVIEW,2026-05-06T11:12:00+00:00,2026-05-16T11:12:00+00:00
KEPCASE002625,U0000472,SOR2026002625,SAYI2026002625,REGULATORY_REVIEW,2026-05-06T11:15:00+00:00,2026-05-16T11:15:00+00:00
KEPCASE002626,U0001020,SOR2026002626,SAYI2026002626,REGULATORY_REVIEW,2026-05-06T11:18:00+00:00,2026-05-16T11:18:00+00:00
KEPCASE002627,U0000994,SOR2026002627,SAYI2026002627,REGULATORY_REVIEW,2026-05-06T11:21:00+00:00,2026-05-16T11:21:00+00:00
KEPCASE002628,U0000083,SOR2026002628,SAYI2026002628,REGULATORY_REVIEW,2026-05-06T11:24:00+00:00,2026-05-16T11:24:00+00:00
KEPCASE002629,U0000742,SOR2026002629,SAYI2026002629,REGULATORY_REVIEW,2026-05-06T11:27:00+00:00,2026-05-16T11:27:00+00:00
KEPCASE002630,U0000902,SOR2026002630,SAYI2026002630,REGULATORY_REVIEW,2026-05-06T11:30:00+00:00,2026-05-16T11:30:00+00:00
KEPCASE002631,U0000889,SOR2026002631,SAYI2026002631,REGULATORY_REVIEW,2026-05-06T11:33:00+00:00,2026-05-16T11:33:00+00:00
KEPCASE002632,U0001168,SOR2026002632,SAYI2026002632,REGULATORY_REVIEW,2026-05-06T11:36:00+00:00,2026-05-16T11:36:00+00:00
KEPCASE002633,U0000861,SOR2026002633,SAYI2026002633,REGULATORY_REVIEW,2026-05-06T11:39:00+00:00,2026-05-16T11:39:00+00:00
KEPCASE002634,U0001183,SOR2026002634,SAYI2026002634,REGULATORY_REVIEW,2026-05-06T11:42:00+00:00,2026-05-16T11:42:00+00:00
KEPCASE002635,U0000862,SOR2026002635,SAYI2026002635,REGULATORY_REVIEW,2026-05-06T11:45:00+00:00,2026-05-16T11:45:00+00:00
KEPCASE002636,U0000890,SOR2026002636,SAYI2026002636,REGULATORY_REVIEW,2026-05-06T11:48:00+00:00,2026-05-16T11:48:00+00:00
KEPCASE002637,U0000745,SOR2026002637,SAYI2026002637,REGULATORY_REVIEW,2026-05-06T11:51:00+00:00,2026-05-16T11:51:00+00:00
KEPCASE002638,U0000107,SOR2026002638,SAYI2026002638,REGULATORY_REVIEW,2026-05-06T11:54:00+00:00,2026-05-16T11:54:00+00:00
KEPCASE002639,U0001066,SOR2026002639,SAYI2026002639,REGULATORY_REVIEW,2026-05-06T11:57:00+00:00,2026-05-16T11:57:00+00:00
KEPCASE002640,U0000826,SOR2026002640,SAYI2026002640,REGULATORY_REVIEW,2026-05-06T12:00:00+00:00,2026-05-16T12:00:00+00:00
KEPCASE002641,U0000129,SOR2026002641,SAYI2026002641,REGULATORY_REVIEW,2026-05-06T12:03:00+00:00,2026-05-16T12:03:00+00:00
KEPCASE002642,U0000938,SOR2026002642,SAYI2026002642,REGULATORY_REVIEW,2026-05-06T12:06:00+00:00,2026-05-16T12:06:00+00:00
KEPCASE002643,U0001081,SOR2026002643,SAYI2026002643,REGULATORY_REVIEW,2026-05-06T12:09:00+00:00,2026-05-16T12:09:00+00:00
KEPCASE002644,U0000777,SOR2026002644,SAYI2026002644,REGULATORY_REVIEW,2026-05-06T12:12:00+00:00,2026-05-16T12:12:00+00:00
KEPCASE002645,U0000286,SOR2026002645,SAYI2026002645,REGULATORY_REVIEW,2026-05-06T12:15:00+00:00,2026-05-16T12:15:00+00:00
KEPCASE002646,U0000638,SOR2026002646,SAYI2026002646,REGULATORY_REVIEW,2026-05-06T12:18:00+00:00,2026-05-16T12:18:00+00:00
KEPCASE002647,U0000760,SOR2026002647,SAYI2026002647,REGULATORY_REVIEW,2026-05-06T12:21:00+00:00,2026-05-16T12:21:00+00:00
KEPCASE002648,U0000997,SOR2026002648,SAYI2026002648,REGULATORY_REVIEW,2026-05-06T12:24:00+00:00,2026-05-16T12:24:00+00:00
KEPCASE002649,U0001067,SOR2026002649,SAYI2026002649,REGULATORY_REVIEW,2026-05-06T12:27:00+00:00,2026-05-16T12:27:00+00:00
KEPCASE002650,U0000750,SOR2026002650,SAYI2026002650,REGULATORY_REVIEW,2026-05-06T12:30:00+00:00,2026-05-16T12:30:00+00:00
KEPCASE002651,U0001146,SOR2026002651,SAYI2026002651,REGULATORY_REVIEW,2026-05-06T12:33:00+00:00,2026-05-16T12:33:00+00:00
KEPCASE002652,U0000231,SOR2026002652,SAYI2026002652,REGULATORY_REVIEW,2026-05-06T12:36:00+00:00,2026-05-16T12:36:00+00:00
KEPCASE002653,U0000148,SOR2026002653,SAYI2026002653,REGULATORY_REVIEW,2026-05-06T12:39:00+00:00,2026-05-16T12:39:00+00:00
KEPCASE002654,U0000921,SOR2026002654,SAYI2026002654,REGULATORY_REVIEW,2026-05-06T12:42:00+00:00,2026-05-16T12:42:00+00:00
KEPCASE002655,U0000673,SOR2026002655,SAYI2026002655,REGULATORY_REVIEW,2026-05-06T12:45:00+00:00,2026-05-16T12:45:00+00:00
KEPCASE002656,U0000384,SOR2026002656,SAYI2026002656,REGULATORY_REVIEW,2026-05-06T12:48:00+00:00,2026-05-16T12:48:00+00:00
KEPCASE002657,U0000993,SOR2026002657,SAYI2026002657,REGULATORY_REVIEW,2026-05-06T12:51:00+00:00,2026-05-16T12:51:00+00:00
KEPCASE002658,U0000018,SOR2026002658,SAYI2026002658,REGULATORY_REVIEW,2026-05-06T12:54:00+00:00,2026-05-16T12:54:00+00:00
KEPCASE002659,U0000021,SOR2026002659,SAYI2026002659,REGULATORY_REVIEW,2026-05-06T12:57:00+00:00,2026-05-16T12:57:00+00:00
KEPCASE002660,U0000926,SOR2026002660,SAYI2026002660,REGULATORY_REVIEW,2026-05-06T13:00:00+00:00,2026-05-16T13:00:00+00:00
KEPCASE002661,U0000285,SOR2026002661,SAYI2026002661,REGULATORY_REVIEW,2026-05-06T13:03:00+00:00,2026-05-16T13:03:00+00:00
KEPCASE002662,U0000076,SOR2026002662,SAYI2026002662,REGULATORY_REVIEW,2026-05-06T13:06:00+00:00,2026-05-16T13:06:00+00:00
KEPCASE002663,U0000117,SOR2026002663,SAYI2026002663,REGULATORY_REVIEW,2026-05-06T13:09:00+00:00,2026-05-16T13:09:00+00:00
KEPCASE002664,U0000225,SOR2026002664,SAYI2026002664,REGULATORY_REVIEW,2026-05-06T13:12:00+00:00,2026-05-16T13:12:00+00:00
KEPCASE002665,U0000667,SOR2026002665,SAYI2026002665,REGULATORY_REVIEW,2026-05-06T13:15:00+00:00,2026-05-16T13:15:00+00:00
KEPCASE002666,U0000540,SOR2026002666,SAYI2026002666,REGULATORY_REVIEW,2026-05-06T13:18:00+00:00,2026-05-16T13:18:00+00:00
KEPCASE002667,U0000827,SOR2026002667,SAYI2026002667,REGULATORY_REVIEW,2026-05-06T13:21:00+00:00,2026-05-16T13:21:00+00:00
KEPCASE002668,U0000793,SOR2026002668,SAYI2026002668,REGULATORY_REVIEW,2026-05-06T13:24:00+00:00,2026-05-16T13:24:00+00:00
KEPCASE002669,U0000498,SOR2026002669,SAYI2026002669,REGULATORY_REVIEW,2026-05-06T13:27:00+00:00,2026-05-16T13:27:00+00:00
KEPCASE002670,U0000501,SOR2026002670,SAYI2026002670,REGULATORY_REVIEW,2026-05-06T13:30:00+00:00,2026-05-16T13:30:00+00:00
KEPCASE002671,U0000300,SOR2026002671,SAYI2026002671,REGULATORY_REVIEW,2026-05-06T13:33:00+00:00,2026-05-16T13:33:00+00:00
KEPCASE002672,U0000504,SOR2026002672,SAYI2026002672,REGULATORY_REVIEW,2026-05-06T13:36:00+00:00,2026-05-16T13:36:00+00:00
KEPCASE002673,U0000111,SOR2026002673,SAYI2026002673,REGULATORY_REVIEW,2026-05-06T13:39:00+00:00,2026-05-16T13:39:00+00:00
KEPCASE002674,U0001005,SOR2026002674,SAYI2026002674,REGULATORY_REVIEW,2026-05-06T13:42:00+00:00,2026-05-16T13:42:00+00:00
KEPCASE002675,U0001013,SOR2026002675,SAYI2026002675,REGULATORY_REVIEW,2026-05-06T13:45:00+00:00,2026-05-16T13:45:00+00:00
KEPCASE002676,U0000740,SOR2026002676,SAYI2026002676,REGULATORY_REVIEW,2026-05-06T13:48:00+00:00,2026-05-16T13:48:00+00:00
KEPCASE002677,U0000487,SOR2026002677,SAYI2026002677,REGULATORY_REVIEW,2026-05-06T13:51:00+00:00,2026-05-16T13:51:00+00:00
KEPCASE002678,U0000986,SOR2026002678,SAYI2026002678,REGULATORY_REVIEW,2026-05-06T13:54:00+00:00,2026-05-16T13:54:00+00:00
KEPCASE002679,U0000646,SOR2026002679,SAYI2026002679,REGULATORY_REVIEW,2026-05-06T13:57:00+00:00,2026-05-16T13:57:00+00:00
KEPCASE002680,U0000051,SOR2026002680,SAYI2026002680,REGULATORY_REVIEW,2026-05-06T14:00:00+00:00,2026-05-16T14:00:00+00:00
KEPCASE002681,U0000146,SOR2026002681,SAYI2026002681,REGULATORY_REVIEW,2026-05-06T14:03:00+00:00,2026-05-16T14:03:00+00:00
KEPCASE002682,U0000329,SOR2026002682,SAYI2026002682,REGULATORY_REVIEW,2026-05-06T14:06:00+00:00,2026-05-16T14:06:00+00:00
KEPCASE002683,U0001174,SOR2026002683,SAYI2026002683,REGULATORY_REVIEW,2026-05-06T14:09:00+00:00,2026-05-16T14:09:00+00:00
KEPCASE002684,U0000835,SOR2026002684,SAYI2026002684,REGULATORY_REVIEW,2026-05-06T14:12:00+00:00,2026-05-16T14:12:00+00:00
KEPCASE002685,U0000361,SOR2026002685,SAYI2026002685,REGULATORY_REVIEW,2026-05-06T14:15:00+00:00,2026-05-16T14:15:00+00:00
KEPCASE002686,U0000584,SOR2026002686,SAYI2026002686,REGULATORY_REVIEW,2026-05-06T14:18:00+00:00,2026-05-16T14:18:00+00:00
KEPCASE002687,U0001080,SOR2026002687,SAYI2026002687,REGULATORY_REVIEW,2026-05-06T14:21:00+00:00,2026-05-16T14:21:00+00:00
KEPCASE002688,U0000920,SOR2026002688,SAYI2026002688,REGULATORY_REVIEW,2026-05-06T14:24:00+00:00,2026-05-16T14:24:00+00:00
KEPCASE002689,U0000972,SOR2026002689,SAYI2026002689,REGULATORY_REVIEW,2026-05-06T14:27:00+00:00,2026-05-16T14:27:00+00:00
KEPCASE002690,U0000884,SOR2026002690,SAYI2026002690,REGULATORY_REVIEW,2026-05-06T14:30:00+00:00,2026-05-16T14:30:00+00:00
KEPCASE002691,U0000836,SOR2026002691,SAYI2026002691,REGULATORY_REVIEW,2026-05-06T14:33:00+00:00,2026-05-16T14:33:00+00:00
KEPCASE002692,U0000639,SOR2026002692,SAYI2026002692,REGULATORY_REVIEW,2026-05-06T14:36:00+00:00,2026-05-16T14:36:00+00:00
KEPCASE002693,U0000934,SOR2026002693,SAYI2026002693,REGULATORY_REVIEW,2026-05-06T14:39:00+00:00,2026-05-16T14:39:00+00:00
KEPCASE002694,U0000950,SOR2026002694,SAYI2026002694,REGULATORY_REVIEW,2026-05-06T14:42:00+00:00,2026-05-16T14:42:00+00:00
KEPCASE002695,U0000039,SOR2026002695,SAYI2026002695,REGULATORY_REVIEW,2026-05-06T14:45:00+00:00,2026-05-16T14:45:00+00:00
KEPCASE002696,U0001024,SOR2026002696,SAYI2026002696,REGULATORY_REVIEW,2026-05-06T14:48:00+00:00,2026-05-16T14:48:00+00:00
KEPCASE002697,U0000191,SOR2026002697,SAYI2026002697,REGULATORY_REVIEW,2026-05-06T14:51:00+00:00,2026-05-16T14:51:00+00:00
KEPCASE002698,U0000833,SOR2026002698,SAYI2026002698,REGULATORY_REVIEW,2026-05-06T14:54:00+00:00,2026-05-16T14:54:00+00:00
KEPCASE002699,U0001144,SOR2026002699,SAYI2026002699,REGULATORY_REVIEW,2026-05-06T14:57:00+00:00,2026-05-16T14:57:00+00:00
KEPCASE002700,U0001048,SOR2026002700,SAYI2026002700,REGULATORY_REVIEW,2026-05-06T15:00:00+00:00,2026-05-16T15:00:00+00:00
KEPCASE002701,U0001085,SOR2026002701,SAYI2026002701,REGULATORY_REVIEW,2026-05-06T15:03:00+00:00,2026-05-16T15:03:00+00:00
KEPCASE002702,U0000792,SOR2026002702,SAYI2026002702,REGULATORY_REVIEW,2026-05-06T15:06:00+00:00,2026-05-16T15:06:00+00:00
KEPCASE002703,U0000183,SOR2026002703,SAYI2026002703,REGULATORY_REVIEW,2026-05-06T15:09:00+00:00,2026-05-16T15:09:00+00:00
KEPCASE002704,U0000708,SOR2026002704,SAYI2026002704,REGULATORY_REVIEW,2026-05-06T15:12:00+00:00,2026-05-16T15:12:00+00:00
KEPCASE002705,U0001034,SOR2026002705,SAYI2026002705,REGULATORY_REVIEW,2026-05-06T15:15:00+00:00,2026-05-16T15:15:00+00:00
KEPCASE002706,U0000752,SOR2026002706,SAYI2026002706,REGULATORY_REVIEW,2026-05-06T15:18:00+00:00,2026-05-16T15:18:00+00:00
KEPCASE002707,U0000875,SOR2026002707,SAYI2026002707,REGULATORY_REVIEW,2026-05-06T15:21:00+00:00,2026-05-16T15:21:00+00:00
KEPCASE002708,U0000680,SOR2026002708,SAYI2026002708,REGULATORY_REVIEW,2026-05-06T15:24:00+00:00,2026-05-16T15:24:00+00:00
KEPCASE002709,U0000729,SOR2026002709,SAYI2026002709,REGULATORY_REVIEW,2026-05-06T15:27:00+00:00,2026-05-16T15:27:00+00:00
KEPCASE002710,U0000593,SOR2026002710,SAYI2026002710,REGULATORY_REVIEW,2026-05-06T15:30:00+00:00,2026-05-16T15:30:00+00:00
KEPCASE002711,U0000326,SOR2026002711,SAYI2026002711,REGULATORY_REVIEW,2026-05-06T15:33:00+00:00,2026-05-16T15:33:00+00:00
KEPCASE002712,U0000794,SOR2026002712,SAYI2026002712,REGULATORY_REVIEW,2026-05-06T15:36:00+00:00,2026-05-16T15:36:00+00:00
KEPCASE002713,U0000734,SOR2026002713,SAYI2026002713,REGULATORY_REVIEW,2026-05-06T15:39:00+00:00,2026-05-16T15:39:00+00:00
KEPCASE002714,U0001177,SOR2026002714,SAYI2026002714,REGULATORY_REVIEW,2026-05-06T15:42:00+00:00,2026-05-16T15:42:00+00:00
KEPCASE002715,U0000552,SOR2026002715,SAYI2026002715,REGULATORY_REVIEW,2026-05-06T15:45:00+00:00,2026-05-16T15:45:00+00:00
KEPCASE002716,U0001070,SOR2026002716,SAYI2026002716,REGULATORY_REVIEW,2026-05-06T15:48:00+00:00,2026-05-16T15:48:00+00:00
KEPCASE002717,U0000850,SOR2026002717,SAYI2026002717,REGULATORY_REVIEW,2026-05-06T15:51:00+00:00,2026-05-16T15:51:00+00:00
KEPCASE002718,U0001026,SOR2026002718,SAYI2026002718,ICRA,2026-05-06T15:54:00+00:00,2026-05-16T15:54:00+00:00
KEPCASE002719,U0000624,SOR2026002719,SAYI2026002719,REGULATORY_REVIEW,2026-05-06T15:57:00+00:00,2026-05-16T15:57:00+00:00
KEPCASE002720,U0001090,SOR2026002720,SAYI2026002720,REGULATORY_REVIEW,2026-05-06T16:00:00+00:00,2026-05-16T16:00:00+00:00
KEPCASE002721,U0000762,SOR2026002721,SAYI2026002721,REGULATORY_REVIEW,2026-05-06T16:03:00+00:00,2026-05-16T16:03:00+00:00
KEPCASE002722,U0000355,SOR2026002722,SAYI2026002722,REGULATORY_REVIEW,2026-05-06T16:06:00+00:00,2026-05-16T16:06:00+00:00
KEPCASE002723,U0000402,SOR2026002723,SAYI2026002723,REGULATORY_REVIEW,2026-05-06T16:09:00+00:00,2026-05-16T16:09:00+00:00
KEPCASE002724,U0001001,SOR2026002724,SAYI2026002724,REGULATORY_REVIEW,2026-05-06T16:12:00+00:00,2026-05-16T16:12:00+00:00
KEPCASE002725,U0000301,SOR2026002725,SAYI2026002725,REGULATORY_REVIEW,2026-05-06T16:15:00+00:00,2026-05-16T16:15:00+00:00
KEPCASE002726,U0000188,SOR2026002726,SAYI2026002726,REGULATORY_REVIEW,2026-05-06T16:18:00+00:00,2026-05-16T16:18:00+00:00
KEPCASE002727,U0000203,SOR2026002727,SAYI2026002727,REGULATORY_REVIEW,2026-05-06T16:21:00+00:00,2026-05-16T16:21:00+00:00
KEPCASE002728,U0001084,SOR2026002728,SAYI2026002728,REGULATORY_REVIEW,2026-05-06T16:24:00+00:00,2026-05-16T16:24:00+00:00
KEPCASE002729,U0001015,SOR2026002729,SAYI2026002729,REGULATORY_REVIEW,2026-05-06T16:27:00+00:00,2026-05-16T16:27:00+00:00
KEPCASE002730,U0000996,SOR2026002730,SAYI2026002730,REGULATORY_REVIEW,2026-05-06T16:30:00+00:00,2026-05-16T16:30:00+00:00
KEPCASE002731,U0000525,SOR2026002731,SAYI2026002731,ICRA,2026-05-06T16:33:00+00:00,2026-05-16T16:33:00+00:00
KEPCASE002732,U0000879,SOR2026002732,SAYI2026002732,REGULATORY_REVIEW,2026-05-06T16:36:00+00:00,2026-05-16T16:36:00+00:00
KEPCASE002733,U0000461,SOR2026002733,SAYI2026002733,REGULATORY_REVIEW,2026-05-06T16:39:00+00:00,2026-05-16T16:39:00+00:00
KEPCASE002734,U0000751,SOR2026002734,SAYI2026002734,REGULATORY_REVIEW,2026-05-06T16:42:00+00:00,2026-05-16T16:42:00+00:00
KEPCASE002735,U0000499,SOR2026002735,SAYI2026002735,REGULATORY_REVIEW,2026-05-06T16:45:00+00:00,2026-05-16T16:45:00+00:00
KEPCASE002736,U0000853,SOR2026002736,SAYI2026002736,REGULATORY_REVIEW,2026-05-06T16:48:00+00:00,2026-05-16T16:48:00+00:00
KEPCASE002737,U0000491,SOR2026002737,SAYI2026002737,REGULATORY_REVIEW,2026-05-06T16:51:00+00:00,2026-05-16T16:51:00+00:00
KEPCASE002738,U0000144,SOR2026002738,SAYI2026002738,REGULATORY_REVIEW,2026-05-06T16:54:00+00:00,2026-05-16T16:54:00+00:00
KEPCASE002739,U0001104,SOR2026002739,SAYI2026002739,REGULATORY_REVIEW,2026-05-06T16:57:00+00:00,2026-05-16T16:57:00+00:00
KEPCASE002740,U0000454,SOR2026002740,SAYI2026002740,REGULATORY_REVIEW,2026-05-06T17:00:00+00:00,2026-05-16T17:00:00+00:00
KEPCASE002741,U0000250,SOR2026002741,SAYI2026002741,REGULATORY_REVIEW,2026-05-06T17:03:00+00:00,2026-05-16T17:03:00+00:00
KEPCASE002742,U0000718,SOR2026002742,SAYI2026002742,REGULATORY_REVIEW,2026-05-06T17:06:00+00:00,2026-05-16T17:06:00+00:00
KEPCASE002743,U0000839,SOR2026002743,SAYI2026002743,ICRA,2026-05-06T17:09:00+00:00,2026-05-16T17:09:00+00:00
KEPCASE002744,U0001011,SOR2026002744,SAYI2026002744,REGULATORY_REVIEW,2026-05-06T17:12:00+00:00,2026-05-16T17:12:00+00:00
KEPCASE002745,U0000094,SOR2026002745,SAYI2026002745,REGULATORY_REVIEW,2026-05-06T17:15:00+00:00,2026-05-16T17:15:00+00:00
KEPCASE002746,U0000310,SOR2026002746,SAYI2026002746,REGULATORY_REVIEW,2026-05-06T17:18:00+00:00,2026-05-16T17:18:00+00:00
KEPCASE002747,U0000134,SOR2026002747,SAYI2026002747,REGULATORY_REVIEW,2026-05-06T17:21:00+00:00,2026-05-16T17:21:00+00:00
KEPCASE002748,U0000489,SOR2026002748,SAYI2026002748,REGULATORY_REVIEW,2026-05-06T17:24:00+00:00,2026-05-16T17:24:00+00:00
KEPCASE002749,U0001172,SOR2026002749,SAYI2026002749,REGULATORY_REVIEW,2026-05-06T17:27:00+00:00,2026-05-16T17:27:00+00:00
KEPCASE002750,U0001074,SOR2026002750,SAYI2026002750,REGULATORY_REVIEW,2026-05-06T17:30:00+00:00,2026-05-16T17:30:00+00:00
KEPCASE002751,U0000943,SOR2026002751,SAYI2026002751,REGULATORY_REVIEW,2026-05-06T17:33:00+00:00,2026-05-16T17:33:00+00:00
KEPCASE002752,U0001061,SOR2026002752,SAYI2026002752,REGULATORY_REVIEW,2026-05-06T17:36:00+00:00,2026-05-16T17:36:00+00:00
KEPCASE002753,U0000506,SOR2026002753,SAYI2026002753,REGULATORY_REVIEW,2026-05-06T17:39:00+00:00,2026-05-16T17:39:00+00:00
KEPCASE002754,U0000309,SOR2026002754,SAYI2026002754,REGULATORY_REVIEW,2026-05-06T17:42:00+00:00,2026-05-16T17:42:00+00:00
KEPCASE002755,U0000404,SOR2026002755,SAYI2026002755,REGULATORY_REVIEW,2026-05-06T17:45:00+00:00,2026-05-16T17:45:00+00:00
KEPCASE002756,U0001049,SOR2026002756,SAYI2026002756,REGULATORY_REVIEW,2026-05-06T17:48:00+00:00,2026-05-16T17:48:00+00:00
KEPCASE002757,U0000167,SOR2026002757,SAYI2026002757,REGULATORY_REVIEW,2026-05-06T17:51:00+00:00,2026-05-16T17:51:00+00:00
KEPCASE002758,U0000370,SOR2026002758,SAYI2026002758,REGULATORY_REVIEW,2026-05-06T17:54:00+00:00,2026-05-16T17:54:00+00:00
KEPCASE002759,U0000208,SOR2026002759,SAYI2026002759,REGULATORY_REVIEW,2026-05-06T17:57:00+00:00,2026-05-16T17:57:00+00:00
KEPCASE002760,U0000159,SOR2026002760,SAYI2026002760,REGULATORY_REVIEW,2026-05-06T18:00:00+00:00,2026-05-16T18:00:00+00:00
KEPCASE002761,U0000809,SOR2026002761,SAYI2026002761,REGULATORY_REVIEW,2026-05-06T18:03:00+00:00,2026-05-16T18:03:00+00:00
KEPCASE002762,U0001121,SOR2026002762,SAYI2026002762,REGULATORY_REVIEW,2026-05-06T18:06:00+00:00,2026-05-16T18:06:00+00:00
KEPCASE002763,U0001031,SOR2026002763,SAYI2026002763,REGULATORY_REVIEW,2026-05-06T18:09:00+00:00,2026-05-16T18:09:00+00:00
KEPCASE002764,U0000675,SOR2026002764,SAYI2026002764,REGULATORY_REVIEW,2026-05-06T18:12:00+00:00,2026-05-16T18:12:00+00:00
KEPCASE002765,U0000561,SOR2026002765,SAYI2026002765,REGULATORY_REVIEW,2026-05-06T18:15:00+00:00,2026-05-16T18:15:00+00:00
KEPCASE002766,U0000771,SOR2026002766,SAYI2026002766,REGULATORY_REVIEW,2026-05-06T18:18:00+00:00,2026-05-16T18:18:00+00:00
KEPCASE002767,U0000387,SOR2026002767,SAYI2026002767,REGULATORY_REVIEW,2026-05-06T18:21:00+00:00,2026-05-16T18:21:00+00:00
KEPCASE002768,U0000907,SOR2026002768,SAYI2026002768,REGULATORY_REVIEW,2026-05-06T18:24:00+00:00,2026-05-16T18:24:00+00:00
KEPCASE002769,U0000471,SOR2026002769,SAYI2026002769,REGULATORY_REVIEW,2026-05-06T18:27:00+00:00,2026-05-16T18:27:00+00:00
KEPCASE002770,U0000672,SOR2026002770,SAYI2026002770,REGULATORY_REVIEW,2026-05-06T18:30:00+00:00,2026-05-16T18:30:00+00:00
KEPCASE002771,U0000204,SOR2026002771,SAYI2026002771,REGULATORY_REVIEW,2026-05-06T18:33:00+00:00,2026-05-16T18:33:00+00:00
KEPCASE002772,U0000554,SOR2026002772,SAYI2026002772,REGULATORY_REVIEW,2026-05-06T18:36:00+00:00,2026-05-16T18:36:00+00:00
KEPCASE002773,U0001164,SOR2026002773,SAYI2026002773,REGULATORY_REVIEW,2026-05-06T18:39:00+00:00,2026-05-16T18:39:00+00:00
KEPCASE002774,U0000470,SOR2026002774,SAYI2026002774,REGULATORY_REVIEW,2026-05-06T18:42:00+00:00,2026-05-16T18:42:00+00:00
KEPCASE002775,U0000044,SOR2026002775,SAYI2026002775,REGULATORY_REVIEW,2026-05-06T18:45:00+00:00,2026-05-16T18:45:00+00:00
KEPCASE002776,U0000865,SOR2026002776,SAYI2026002776,REGULATORY_REVIEW,2026-05-06T18:48:00+00:00,2026-05-16T18:48:00+00:00
KEPCASE002777,U0000696,SOR2026002777,SAYI2026002777,REGULATORY_REVIEW,2026-05-06T18:51:00+00:00,2026-05-16T18:51:00+00:00
KEPCASE002778,U0000181,SOR2026002778,SAYI2026002778,REGULATORY_REVIEW,2026-05-06T18:54:00+00:00,2026-05-16T18:54:00+00:00
KEPCASE002779,U0000091,SOR2026002779,SAYI2026002779,REGULATORY_REVIEW,2026-05-06T18:57:00+00:00,2026-05-16T18:57:00+00:00
KEPCASE002780,U0001008,SOR2026002780,SAYI2026002780,REGULATORY_REVIEW,2026-05-06T19:00:00+00:00,2026-05-16T19:00:00+00:00
KEPCASE002781,U0000135,SOR2026002781,SAYI2026002781,REGULATORY_REVIEW,2026-05-06T19:03:00+00:00,2026-05-16T19:03:00+00:00
KEPCASE002782,U0000956,SOR2026002782,SAYI2026002782,REGULATORY_REVIEW,2026-05-06T19:06:00+00:00,2026-05-16T19:06:00+00:00
KEPCASE002783,U0001014,SOR2026002783,SAYI2026002783,REGULATORY_REVIEW,2026-05-06T19:09:00+00:00,2026-05-16T19:09:00+00:00
KEPCASE002784,U0000825,SOR2026002784,SAYI2026002784,REGULATORY_REVIEW,2026-05-06T19:12:00+00:00,2026-05-16T19:12:00+00:00
KEPCASE002785,U0000834,SOR2026002785,SAYI2026002785,REGULATORY_REVIEW,2026-05-06T19:15:00+00:00,2026-05-16T19:15:00+00:00
KEPCASE002786,U0000951,SOR2026002786,SAYI2026002786,REGULATORY_REVIEW,2026-05-06T19:18:00+00:00,2026-05-16T19:18:00+00:00
KEPCASE002787,U0001019,SOR2026002787,SAYI2026002787,REGULATORY_REVIEW,2026-05-06T19:21:00+00:00,2026-05-16T19:21:00+00:00
KEPCASE002788,U0000682,SOR2026002788,SAYI2026002788,REGULATORY_REVIEW,2026-05-06T19:24:00+00:00,2026-05-16T19:24:00+00:00
KEPCASE002789,U0001018,SOR2026002789,SAYI2026002789,REGULATORY_REVIEW,2026-05-06T19:27:00+00:00,2026-05-16T19:27:00+00:00
KEPCASE002790,U0000502,SOR2026002790,SAYI2026002790,REGULATORY_REVIEW,2026-05-06T19:30:00+00:00,2026-05-16T19:30:00+00:00
KEPCASE002791,U0001148,SOR2026002791,SAYI2026002791,REGULATORY_REVIEW,2026-05-06T19:33:00+00:00,2026-05-16T19:33:00+00:00
KEPCASE002792,U0000508,SOR2026002792,SAYI2026002792,REGULATORY_REVIEW,2026-05-06T19:36:00+00:00,2026-05-16T19:36:00+00:00
