user_id,customer_name,registration_time,registration_channel,kyc_level,fraud_label,label_observed_at,feature_cutoff,registration_to_kyc_minutes,kyc_to_first_deposit_minutes,deposit_count,trade_count,withdrawal_count,deposit_amount,trade_amount,withdrawal_amount,withdraw_deposit_ratio,trade_deposit_ratio,fund_loop_cv,amount_diff_ratio,small_fiat_deposit_count,withdraw_address_unique_count,withdraw_ip_unique_count,deposit_ip_unique_count,device_unique_count,api_event_ratio,night_event_ratio,total_event_count,bank_risk_max,bank_risk_mean,bank_name_match_ratio,asset_pair_unique_count,withdraw_deposit_ip_ratio
U0000238,Synthetic_User_00238,2026-01-10 09:28:26+00:00,IOS,L1,0,2026-03-03 09:28:26+00:00,2026-02-24 09:28:26+00:00,629.0,2269.0,5,8,1,4421.628704,6618.108778,1015.142428,0.22958563370136834,1.4967581452537992,0.5736546913661703,1.3943647033809397,4.0,1,1,1,3,0.14285714285714285,0.10714285714285714,28,0.9,0.7,0.8,5,1.0
U0000239,Synthetic_User_00239,2026-03-29 05:06:48+00:00,ANDROID,L2,0,2026-05-20 05:06:48+00:00,2026-05-13 05:06:48+00:00,54.0,4674.0,7,24,3,4045.4314130000002,914.806313,1376.851099,0.3403471616341058,0.22613319065557966,0.6532209639330091,1.48204886492182,6.0,1,1,2,2,0.22807017543859648,0.22807017543859648,57,0.8,0.4428571428571429,1.0,6,0.5
U0000240,Synthetic_User_00240,2026-01-05 18:13:46+00:00,ANDROID,L2,0,2026-02-26 18:13:46+00:00,2026-02-19 18:13:46+00:00,169.0,3011.0,6,15,2,12758.783762000001,7294.069372,9169.632953,0.718691775332872,0.5716900221888093,0.23275499554741566,0.5610112404944612,2.0,2,1,2,3,0.10204081632653061,0.30612244897959184,49,0.9,0.5666666666666667,1.0,5,0.5
U0000241,Synthetic_User_00241,2026-03-12 10:38:45+00:00,ANDROID,L2,0,2026-05-03 10:38:45+00:00,2026-04-26 10:38:45+00:00,584.0,1414.0,5,11,5,5550.442720999999,3702.280345,2901.491886,0.5227496313081942,0.6670243314091846,0.27379374381627325,0.6538351128710563,2.0,3,2,2,3,0.12962962962962962,0.2777777777777778,54,0.9,0.42000000000000004,1.0,4,1.0
U0000242,Synthetic_User_00242,2026-02-25 20:23:45+00:00,ANDROID,L2,0,2026-04-18 20:23:45+00:00,2026-04-11 20:23:45+00:00,408.0,3268.0,7,13,3,4087.905819,6424.453799,1870.511122,0.4575719707890853,1.571575785611317,0.4504653567408054,1.1032843932440175,6.0,2,2,2,1,0.041666666666666664,0.25,48,0.9,0.6142857142857142,1.0,6,1.0
U0000243,Synthetic_User_00243,2026-03-29 21:45:31+00:00,ANDROID,L1,0,2026-05-20 21:45:31+00:00,2026-05-13 21:45:31+00:00,196.0,4879.0,5,12,5,1359.7369489999999,2107.022977,181.217729,0.1332741080054301,1.549581320526431,0.65193637179304,1.58373112183989,5.0,1,3,2,2,0.14285714285714285,0.19047619047619047,42,0.7,0.44000000000000006,1.0,6,1.5
U0000244,Synthetic_User_00244,2026-04-30 08:22:22+00:00,ANDROID,L2,0,2026-06-21 08:22:22+00:00,2026-06-14 08:22:22+00:00,295.0,2369.0,7,22,5,2531.101327,4312.693845,227.575965,0.08991183504681557,1.703880361878535,0.7094551421783787,1.733094388989924,7.0,2,2,2,3,0.14666666666666667,0.2,75,0.6,0.37142857142857144,1.0,5,1.0
U0000245,Synthetic_User_00245,2026-04-09 13:03:08+00:00,ANDROID,L1,0,2026-05-31 13:03:08+00:00,2026-05-24 13:03:08+00:00,591.0,3928.0,18,27,9,5158.360858999999,2619.626534,1770.530221,0.34323504489044904,0.507840883103289,0.4521974966605761,1.0644052118727125,18.0,1,1,2,1,0.12264150943396226,0.32075471698113206,106,0.9,0.38333333333333336,0.9444444444444444,6,0.5
U0000246,Synthetic_User_00246,2026-04-21 01:12:26+00:00,ANDROID,L2,0,2026-06-12 01:12:26+00:00,2026-06-05 01:12:26+00:00,330.0,1268.0,6,6,4,414.488767,783.2849120000001,887.998688,2.1423950627834505,1.8897614950322648,0.2920986811592934,0.6810569482436719,6.0,1,2,1,1,0.0967741935483871,0.3225806451612903,31,1.0,0.43333333333333335,1.0,3,2.0
U0000247,Synthetic_User_00247,2026-04-01 18:06:26+00:00,H5,L2,0,2026-05-23 18:06:26+00:00,2026-05-16 18:06:26+00:00,356.0,4967.0,3,14,4,1875.708196,2509.118489,456.813316,0.2435417816983298,1.3376912754077446,0.5316762255609939,1.2716590902521336,3.0,1,3,1,3,0.12244897959183673,0.22448979591836735,49,0.6,0.26666666666666666,1.0,4,3.0
U0000248,Synthetic_User_00248,2026-04-06 05:15:25+00:00,ANDROID,L2,0,2026-05-28 05:15:25+00:00,2026-05-21 05:15:25+00:00,273.0,3115.0,14,24,7,1548.327442,1438.109117,1207.78012,0.7800547140338031,0.9288145892075457,0.10148332355067838,0.24358349703658708,14.0,1,1,2,3,0.12371134020618557,0.18556701030927836,97,1.0,0.5857142857142856,1.0,6,0.5
U0000249,Synthetic_User_00249,2026-02-25 11:53:37+00:00,ANDROID,L2,0,2026-04-18 11:53:37+00:00,2026-04-11 11:53:37+00:00,536.0,3833.0,5,7,5,52659.52408,48439.752164000005,19473.744424999997,0.3698047934389914,0.9198668808781988,0.36700404145771764,0.8257016239006506,0.0,3,3,1,3,0.1,0.26666666666666666,30,0.6,0.34,1.0,5,3.0
U0000250,Synthetic_User_00250,2026-02-03 06:47:24+00:00,ANDROID,L2,0,2026-03-27 06:47:24+00:00,2026-03-20 06:47:24+00:00,247.0,2233.0,7,9,2,2590.520059,1446.341876,1436.201603,0.5544066713594207,0.5583210486925629,0.2969689639995227,0.6327270538623152,7.0,2,1,1,1,0.02702702702702703,0.32432432432432434,37,0.8,0.5142857142857143,1.0,4,1.0
U0000251,Synthetic_User_00251,2026-02-17 03:37:31+00:00,ANDROID,L2,0,2026-04-10 03:37:31+00:00,2026-04-03 03:37:31+00:00,634.0,3948.0,6,17,8,7652.097811,5707.401261,7104.704246,0.9284649022372514,0.745860991582665,0.12003437965140076,0.2850875530966027,2.0,1,1,1,2,0.18032786885245902,0.2459016393442623,61,0.7,0.3666666666666667,1.0,6,1.0
U0000252,Synthetic_User_00252,2026-03-19 04:53:27+00:00,IOS,L2,0,2026-05-10 04:53:27+00:00,2026-05-03 04:53:27+00:00,141.0,303.0,5,13,1,1613.1373939999999,1705.920597,1352.902738,0.8386779347078976,1.0575172352616111,0.0959505400463276,0.22668289363525604,5.0,1,1,1,3,0.12121212121212122,0.3333333333333333,33,0.8,0.62,1.0,4,1.0
U0000253,Synthetic_User_00253,2026-04-08 14:05:41+00:00,ANDROID,L2,0,2026-05-30 14:05:41+00:00,2026-05-23 14:05:41+00:00,234.0,2157.0,3,13,6,3958.0854040000004,3143.436532,4455.902696,1.125772246222103,0.7941810777562495,0.1404268972709408,0.34068130378269545,1.0,3,2,1,1,0.15789473684210525,0.21052631578947367,38,1.0,0.43333333333333335,1.0,5,2.0
U0000254,Synthetic_User_00254,2026-04-23 10:12:59+00:00,IOS,L2,0,2026-06-14 10:12:59+00:00,2026-06-07 10:12:59+00:00,166.0,393.0,8,11,4,1593.105485,547.7714,158.606983,0.09955836854080005,0.3438387508909995,0.7902334723875268,1.8715049780901527,8.0,1,1,1,1,0.1,0.24,50,0.8,0.45,1.0,3,1.0
U0000255,Synthetic_User_00255,2026-02-18 00:50:42+00:00,IOS,L2,0,2026-04-11 00:50:42+00:00,2026-04-04 00:50:42+00:00,464.0,1815.0,9,8,2,1063.439387,918.497714,1062.904609,0.9994971241365165,0.8637048102864748,0.06719606547176685,0.14280710145684383,9.0,1,2,1,2,0.1111111111111111,0.2222222222222222,36,1.0,0.4666666666666667,0.8888888888888888,4,2.0
U0000256,Synthetic_User_00256,2026-04-09 06:49:41+00:00,H5,L2,0,2026-05-31 06:49:41+00:00,2026-05-24 06:49:41+00:00,88.0,2320.0,7,25,5,6389.780092,9248.249485,5284.737113,0.8270608748517789,1.4473501985739388,0.23945826914173576,0.5683061562638875,4.0,2,2,2,1,0.15714285714285714,0.21428571428571427,70,0.7,0.4428571428571429,1.0,6,1.0
U0000257,Synthetic_User_00257,2026-03-28 00:47:18+00:00,IOS,L2,0,2026-05-19 00:47:18+00:00,2026-05-12 00:47:18+00:00,348.0,3237.0,2,7,1,424.52740900000003,682.477983,600.064476,1.4134881830445016,1.6076181856140175,0.18904504657303758,0.4533216457664051,2.0,1,1,2,1,0.17857142857142858,0.35714285714285715,28,1.0,0.8,1.0,5,0.5
U0000258,Synthetic_User_00258,2026-04-21 09:58:35+00:00,ANDROID,L2,0,2026-06-12 09:58:35+00:00,2026-06-05 09:58:35+00:00,587.0,309.0,9,28,8,6269.991494,6781.758753,945.606373,0.1508146181545681,1.081621683137805,0.5655741636552984,1.2508402561511647,7.0,1,2,2,3,0.16666666666666666,0.2857142857142857,84,1.0,0.3888888888888889,1.0,6,1.0
U0000259,Synthetic_User_00259,2026-04-25 22:59:17+00:00,ANDROID,L2,0,2026-06-16 22:59:17+00:00,2026-06-09 22:59:17+00:00,297.0,3471.0,6,15,2,2035.840428,2157.906771,778.8828000000001,0.38258538797422886,1.0599586987865828,0.37603971282709203,0.8319685787665618,6.0,1,1,2,2,0.18604651162790697,0.20930232558139536,43,0.9,0.5166666666666667,1.0,4,0.5
U0000260,Synthetic_User_00260,2026-02-27 18:12:06+00:00,WEB,L2,0,2026-04-20 18:12:06+00:00,2026-04-13 18:12:06+00:00,158.0,33.0,6,17,5,10298.452138,11737.589856,2862.351944,0.27794001522212053,1.1397431088396053,0.46861484100123413,1.0693747477167095,1.0,3,1,2,2,0.1509433962264151,0.18867924528301888,53,0.7,0.4333333333333333,1.0,5,0.5
U0000261,Synthetic_User_00261,2026-01-01 23:53:15+00:00,ANDROID,L1,0,2026-02-22 23:53:15+00:00,2026-02-15 23:53:15+00:00,581.0,3598.0,5,11,5,2823.74977,3767.302408,1219.135711,0.4317435361845111,1.3341488144680753,0.40404489556942896,0.9787856834746118,5.0,2,1,2,2,0.10526315789473684,0.2807017543859649,57,1.0,0.42000000000000004,1.0,5,0.5
U0000262,Synthetic_User_00262,2026-04-20 12:09:24+00:00,IOS,L2,0,2026-06-11 12:09:24+00:00,2026-06-04 12:09:24+00:00,82.0,3722.0,3,6,2,6704.768016,5518.619429,1890.119835,0.28190682071169215,0.8230887952917356,0.4353568221626234,1.0234128382438472,1.0,1,1,2,3,0.17391304347826086,0.30434782608695654,23,1.0,0.5666666666666667,1.0,4,0.5
U0000263,Synthetic_User_00263,2026-02-11 02:39:52+00:00,IOS,L2,0,2026-04-04 02:39:52+00:00,2026-03-28 02:39:52+00:00,651.0,2327.0,9,15,6,5113.745175,5282.776662,2108.043173,0.41223078210970887,1.0330543429943202,0.34988249808874916,0.7616578792931558,9.0,3,3,1,3,0.16363636363636364,0.2727272727272727,55,1.0,0.5111111111111111,0.8888888888888888,5,3.0
U0000264,Synthetic_User_00264,2026-02-18 08:04:43+00:00,IOS,L2,0,2026-04-11 08:04:43+00:00,2026-04-04 08:04:43+00:00,345.0,2427.0,6,14,5,21188.025847,16759.891105,3980.5174,0.18786636512261945,0.7910076769786941,0.5219967234793031,1.2312056516972616,0.0,3,2,1,3,0.10714285714285714,0.21428571428571427,56,0.9,0.6333333333333333,0.8333333333333334,4,2.0
U0000265,Synthetic_User_00265,2026-01-18 01:01:41+00:00,ANDROID,L2,0,2026-03-11 01:01:41+00:00,2026-03-04 01:01:41+00:00,161.0,512.0,9,19,11,30673.519151,32724.123682,28154.694352,0.9178827578733207,1.0668526008021857,0.061234591498012296,0.14973170987759318,0.0,3,2,2,1,0.12162162162162163,0.33783783783783783,74,0.8,0.43333333333333335,0.8888888888888888,6,1.0
U0000266,Synthetic_User_00266,2026-02-28 01:10:20+00:00,ANDROID,L2,0,2026-04-21 01:10:20+00:00,2026-04-14 01:10:20+00:00,417.0,2959.0,5,7,5,17070.310245,13150.477191,14241.734691,0.834298526892415,0.7703713056329399,0.11145294799301167,0.2644811540022605,0.0,2,2,1,2,0.08333333333333333,0.3055555555555556,36,0.9,0.64,1.0,4,2.0
U0000267,Synthetic_User_00267,2026-03-10 00:02:40+00:00,WEB,L1,0,2026-05-01 00:02:40+00:00,2026-04-24 00:02:40+00:00,276.0,2738.0,5,17,7,322.05503899999997,439.844935,453.11857100000003,1.4069600413859698,1.3657446142303646,0.14544247415966435,0.32360871989818085,5.0,2,1,1,2,0.16071428571428573,0.30357142857142855,56,0.9,0.6799999999999999,1.0,4,1.0
U0000268,Synthetic_User_00268,2026-04-10 08:51:56+00:00,IOS,L2,0,2026-06-01 08:51:56+00:00,2026-05-25 08:51:56+00:00,242.0,2125.0,4,13,5,4005.1229439999997,4673.1387349999995,3854.545326,0.9624037463754821,1.1667903333656067,0.08515617725258133,0.19594814043017325,1.0,3,2,2,1,0.13636363636363635,0.29545454545454547,44,0.9,0.625,1.0,4,1.0
U0000269,Synthetic_User_00269,2026-04-07 10:18:51+00:00,IOS,L1,0,2026-05-29 10:18:51+00:00,2026-05-22 10:18:51+00:00,380.0,4122.0,7,24,5,3277.0412100000003,1227.536221,921.046208,0.28106030683697136,0.3745867513823544,0.578310165607324,1.3027046246249963,7.0,2,2,1,3,0.19736842105263158,0.2631578947368421,76,0.7,0.38571428571428573,1.0,6,2.0
U0000270,Synthetic_User_00270,2026-03-31 08:23:22+00:00,IOS,L2,0,2026-05-22 08:23:22+00:00,2026-05-15 08:23:22+00:00,441.0,1288.0,6,17,2,885.126803,1269.159619,465.88718800000004,0.526350785470452,1.4338732198577429,0.3755929443795745,0.9197166492337886,6.0,2,1,1,1,0.15789473684210525,0.19298245614035087,57,1.0,0.6333333333333333,1.0,5,1.0
U0000271,Synthetic_User_00271,2026-01-16 18:22:27+00:00,IOS,L2,0,2026-03-09 18:22:27+00:00,2026-03-02 18:22:27+00:00,488.0,4263.0,10,22,9,3390.862907,1175.972764,2182.09103,0.6435208647024195,0.3468063428846845,0.4025021601497162,0.984552170053269,10.0,3,2,1,3,0.13636363636363635,0.17045454545454544,88,1.0,0.52,0.9,5,2.0
U0000272,Synthetic_User_00272,2026-02-18 07:10:43+00:00,ANDROID,L2,0,2026-04-11 07:10:43+00:00,2026-04-04 07:10:43+00:00,277.0,1117.0,11,33,8,3331.212033,4216.330989,919.215205,0.27594016709052877,1.2657047786906814,0.49369172940747064,1.1682567385067248,11.0,3,1,1,2,0.14035087719298245,0.23684210526315788,114,1.0,0.7000000000000001,1.0,6,1.0
U0000273,Synthetic_User_00273,2026-01-16 00:58:57+00:00,ANDROID,L2,0,2026-03-09 00:58:57+00:00,2026-03-02 00:58:57+00:00,278.0,4749.0,5,13,7,6627.243017000001,8631.804222,5000.974781,0.7546086310961666,1.3024728684096782,0.219885142273065,0.5376345747426785,4.0,3,1,1,1,0.16393442622950818,0.2459016393442623,61,0.8,0.4,1.0,4,1.0
U0000274,Synthetic_User_00274,2026-02-13 09:01:25+00:00,ANDROID,L1,0,2026-04-06 09:01:25+00:00,2026-03-30 09:01:25+00:00,363.0,594.0,9,16,6,7935.688622,9508.78198,4004.4932559999997,0.5046182438280653,1.1982302271335263,0.3237686669348055,0.7698677792233333,5.0,2,1,2,1,0.15,0.3,60,0.8,0.4222222222222222,1.0,6,0.5
U0000275,Synthetic_User_00275,2026-03-29 05:34:47+00:00,IOS,L2,0,2026-05-20 05:34:47+00:00,2026-05-13 05:34:47+00:00,457.0,523.0,8,13,7,2839.914169,1631.334762,326.921831,0.11511679985565085,0.5744310091506853,0.6416029230577832,1.5712189890585642,8.0,1,3,2,3,0.16981132075471697,0.3018867924528302,53,0.8,0.4125,0.875,6,1.5
U0000276,Synthetic_User_00276,2026-03-08 17:05:22+00:00,ANDROID,L2,0,2026-04-29 17:05:22+00:00,2026-04-22 17:05:22+00:00,511.0,517.0,6,16,9,1827.960382,3315.4611729999997,2678.046262,1.4650461182697558,1.8137489223768088,0.2337163648624548,0.570545385777939,6.0,3,3,2,3,0.15,0.35,60,1.0,0.48333333333333334,1.0,6,1.5
U0000277,Synthetic_User_00277,2026-04-07 17:57:51+00:00,WEB,L2,0,2026-05-29 17:57:51+00:00,2026-05-22 17:57:51+00:00,441.0,4562.0,4,15,7,827.812153,576.106044,581.647862,0.7026326684044225,0.6959381327178945,0.17733630993633778,0.3803038048405721,4.0,2,3,1,1,0.17073170731707318,0.3902439024390244,41,0.9,0.525,1.0,5,3.0
U0000278,Synthetic_User_00278,2026-03-20 02:33:48+00:00,IOS,L2,0,2026-05-11 02:33:48+00:00,2026-05-04 02:33:48+00:00,315.0,2626.0,18,34,10,2232.654809,1713.160717,1573.3442929999999,0.7046966179714528,0.767320012970263,0.15418077778865438,0.3583754797588696,18.0,1,2,2,2,0.1206896551724138,0.23275862068965517,116,1.0,0.40555555555555556,0.9444444444444444,6,1.0
U0000279,Synthetic_User_00279,2026-01-15 18:17:27+00:00,ANDROID,L2,0,2026-03-08 18:17:27+00:00,2026-03-01 18:17:27+00:00,271.0,1265.0,5,7,2,6692.096184,7201.353808,2259.7158360000003,0.33766936007326226,1.0760983718700239,0.4121614143057652,0.9177714185477126,0.0,1,2,1,1,0.10344827586206896,0.20689655172413793,29,1.0,0.3,0.8,4,2.0
U0000280,Synthetic_User_00280,2026-04-11 16:28:25+00:00,WEB,L2,0,2026-06-02 16:28:25+00:00,2026-05-26 16:28:25+00:00,537.0,1717.0,11,30,7,6694.980216,9489.196797,2141.195709,0.3198210659208317,1.4173599459371429,0.4957622068570884,1.2029225052288135,10.0,2,2,1,2,0.1111111111111111,0.2727272727272727,99,1.0,0.3909090909090909,1.0,6,2.0
U0000281,Synthetic_User_00281,2026-01-07 18:24:54+00:00,ANDROID,L2,0,2026-02-28 18:24:54+00:00,2026-02-21 18:24:54+00:00,101.0,1241.0,8,15,7,2306.580057,2190.301265,1763.422088,0.7645180502833073,0.9495882262368837,0.11190316464103262,0.2602867305755713,8.0,1,3,1,3,0.14893617021276595,0.23404255319148937,47,0.8,0.5625,1.0,5,3.0
U0000282,Synthetic_User_00282,2026-01-21 09:16:24+00:00,ANDROID,L1,0,2026-03-14 09:16:24+00:00,2026-03-07 09:16:24+00:00,629.0,2273.0,4,11,2,3554.8522789999997,1789.498835,260.75138000000004,0.07335083416556226,0.5033961173496065,0.7203973046330215,1.7630904533108078,3.0,1,1,1,3,0.16216216216216217,0.2702702702702703,37,0.6,0.275,1.0,5,1.0
U0000283,Synthetic_User_00283,2026-04-14 04:23:48+00:00,ANDROID,L2,0,2026-06-05 04:23:48+00:00,2026-05-29 04:23:48+00:00,145.0,4530.0,10,13,6,4590.841686,4849.3948869999995,2847.558995,0.6202694821047244,1.056319345924838,0.2170498480287802,0.4887375968102532,10.0,2,2,1,3,0.08571428571428572,0.2714285714285714,70,0.9,0.42000000000000004,1.0,5,2.0
U0000284,Synthetic_User_00284,2026-01-06 13:25:32+00:00,IOS,L2,0,2026-02-27 13:25:32+00:00,2026-02-20 13:25:32+00:00,51.0,660.0,9,20,6,5757.8760010000005,3928.401326,3641.2828799999997,0.6324003641911703,0.682265704457292,0.21101853120621403,0.4764397432370949,8.0,3,2,1,3,0.08450704225352113,0.2535211267605634,71,1.0,0.5333333333333333,1.0,6,2.0
U0000285,Synthetic_User_00285,2026-01-24 22:43:43+00:00,WEB,L2,0,2026-03-17 22:43:43+00:00,2026-03-10 22:43:43+00:00,321.0,3212.0,8,17,5,768.2403370000001,581.212354,796.261257,1.0364741587371245,0.756550165368367,0.13346375919338901,0.3006676214233194,8.0,3,1,1,2,0.1,0.2571428571428571,70,0.8,0.425,1.0,6,1.0
U0000286,Synthetic_User_00286,2026-01-23 22:31:34+00:00,ANDROID,L1,0,2026-03-16 22:31:34+00:00,2026-03-09 22:31:34+00:00,20.0,2816.0,6,17,7,12161.57076,14203.566368,4044.0111580000003,0.33252375353527114,1.1679055813017363,0.43288378591347226,1.00228606678971,0.0,1,2,1,1,0.2127659574468085,0.2553191489361702,47,1.0,0.4166666666666667,1.0,5,2.0
U0000287,Synthetic_User_00287,2026-04-17 03:28:24+00:00,WEB,L2,0,2026-06-08 03:28:24+00:00,2026-06-01 03:28:24+00:00,319.0,3393.0,11,15,5,86770.605601,59192.432722,46858.801225999996,0.5400308192093564,0.6821714832115661,0.2595983454741492,0.6209639603327857,0.0,1,1,1,1,0.16666666666666666,0.19696969696969696,66,1.0,0.7000000000000001,0.9090909090909091,5,1.0
U0000288,Synthetic_User_00288,2026-04-15 23:45:12+00:00,IOS,L2,0,2026-06-06 23:45:12+00:00,2026-05-30 23:45:12+00:00,143.0,3223.0,6,14,5,1671.122007,1520.809984,423.247343,0.2532713597374103,0.9100532322772529,0.4615706652287833,1.0355292631798385,6.0,1,1,1,2,0.11363636363636363,0.3181818181818182,44,1.0,0.5499999999999999,1.0,4,1.0
U0000289,Synthetic_User_00289,2026-01-13 10:50:50+00:00,ANDROID,L2,0,2026-03-06 10:50:50+00:00,2026-02-27 10:50:50+00:00,204.0,1802.0,9,10,2,2165.302647,3685.726715,292.558601,0.13511210610920202,1.7021762385533166,0.6776538193459665,1.656931487480356,9.0,1,1,1,1,0.20512820512820512,0.20512820512820512,39,0.8,0.4666666666666667,0.8888888888888888,5,1.0
U0000290,Synthetic_User_00290,2026-04-15 05:19:19+00:00,IOS,L2,0,2026-06-06 05:19:19+00:00,2026-05-30 05:19:19+00:00,435.0,2499.0,5,15,6,4273.592321,8632.88017,615.669252,0.1440636368084676,2.0200523404113446,0.7270708015862251,1.7786851529234113,3.0,2,2,1,2,0.1724137931034483,0.27586206896551724,58,0.6,0.31999999999999995,1.0,5,2.0
U0000291,Synthetic_User_00291,2026-02-17 13:16:52+00:00,IOS,L2,0,2026-04-10 13:16:52+00:00,2026-04-03 13:16:52+00:00,592.0,3617.0,4,14,4,1077.5469,2229.010597,398.30463599999996,0.36964018549911837,2.0685972898256213,0.6118649179827808,1.4824081668466234,4.0,3,3,1,1,0.17777777777777778,0.24444444444444444,45,1.0,0.55,1.0,5,3.0
U0000292,Synthetic_User_00292,2026-03-13 05:19:30+00:00,WEB,L2,0,2026-05-04 05:19:30+00:00,2026-04-27 05:19:30+00:00,41.0,3216.0,7,12,3,6384.065045,5443.7460790000005,370.954531,0.05810632071966929,0.8527084296021612,0.6494970271714259,1.4787833500683805,5.0,2,3,1,2,0.07894736842105263,0.34210526315789475,38,1.0,0.6142857142857142,1.0,6,3.0
U0000293,Synthetic_User_00293,2026-01-09 22:49:30+00:00,IOS,L1,0,2026-03-02 22:49:30+00:00,2026-02-23 22:49:30+00:00,79.0,1923.0,6,8,7,999.627378,283.158241,79.98060100000001,0.08001041464072427,0.2832637913204494,0.8683571634994317,2.024514763067726,6.0,2,2,1,1,0.023809523809523808,0.19047619047619047,42,0.5,0.3666666666666667,1.0,2,2.0
U0000294,Synthetic_User_00294,2026-03-15 03:04:52+00:00,IOS,L2,0,2026-05-06 03:04:52+00:00,2026-04-29 03:04:52+00:00,41.0,4143.0,5,23,1,7136.595558,14974.152861,12265.742386,1.7187105933515197,2.098220746755676,0.28363665194889387,0.6839753377497195,1.0,1,1,2,1,0.19148936170212766,0.3617021276595745,47,0.8,0.38,1.0,6,0.5
U0000295,Synthetic_User_00295,2026-03-30 21:36:48+00:00,IOS,L1,0,2026-05-21 21:36:48+00:00,2026-05-14 21:36:48+00:00,561.0,1531.0,5,16,10,2725.293442,1773.068127,1345.351951,0.4936539787850119,0.6505971429259396,0.29609471034502094,0.7084235835366549,5.0,1,2,2,1,0.16071428571428573,0.19642857142857142,56,1.0,0.6599999999999999,0.8,4,1.0
U0000296,Synthetic_User_00296,2026-03-27 07:02:51+00:00,IOS,L2,0,2026-05-18 07:02:51+00:00,2026-05-11 07:02:51+00:00,96.0,1713.0,14,28,5,1958.995263,1829.717198,1392.699274,0.7109252892563018,0.9340079746788035,0.14029061788099556,0.327881290638255,14.0,1,3,2,2,0.1875,0.20833333333333334,96,1.0,0.5285714285714286,1.0,6,1.5
U0000297,Synthetic_User_00297,2026-04-08 11:43:40+00:00,ANDROID,L1,0,2026-05-30 11:43:40+00:00,2026-05-23 11:43:40+00:00,202.0,3380.0,10,15,5,2094.841936,2126.284933,2308.957645,1.1022109140171423,1.015009722910187,0.04336885025260638,0.09836735276899672,10.0,3,1,2,2,0.12280701754385964,0.2631578947368421,57,1.0,0.62,1.0,5,0.5
U0000298,Synthetic_User_00298,2026-02-17 03:49:28+00:00,H5,L2,0,2026-04-10 03:49:28+00:00,2026-04-03 03:49:28+00:00,587.0,728.0,11,21,4,9638.486532,12049.84992,1949.9079219999999,0.20230436755047174,1.2501807083502392,0.5465904637729622,1.2818137216369232,7.0,2,1,1,1,0.13953488372093023,0.29069767441860467,86,0.8,0.2818181818181818,0.9090909090909091,4,1.0
U0000299,Synthetic_User_00299,2026-04-04 06:45:43+00:00,ANDROID,L2,0,2026-05-26 06:45:43+00:00,2026-05-19 06:45:43+00:00,468.0,3728.0,5,18,2,2629.974226,3053.007511,2394.3601230000004,0.9104120106308603,1.1608507341318712,0.10120762191727523,0.24462777461297125,5.0,2,2,2,3,0.14583333333333334,0.14583333333333334,48,1.0,0.38,1.0,6,1.0
U0000300,Synthetic_User_00300,2026-01-25 14:27:57+00:00,WEB,L2,0,2026-03-18 14:27:57+00:00,2026-03-11 14:27:57+00:00,314.0,1829.0,6,17,4,723.981934,1273.961602,243.740778,0.33666693401219594,1.7596593812242836,0.5632911480951522,1.378723334368659,6.0,2,2,1,2,0.13793103448275862,0.27586206896551724,58,0.8,0.4666666666666666,1.0,6,2.0
U0000301,Synthetic_User_00301,2026-01-31 20:18:26+00:00,ANDROID,L2,0,2026-03-24 20:18:26+00:00,2026-03-17 20:18:26+00:00,557.0,1131.0,3,16,4,9393.235698,6327.165488000001,7169.4577389999995,0.7632575152486075,0.673587429446402,0.1695131846123296,0.40184654086940813,0.0,2,1,1,3,0.14893617021276595,0.2978723404255319,47,0.8,0.6,1.0,6,1.0
U0000302,Synthetic_User_00302,2026-04-08 15:36:36+00:00,IOS,L1,0,2026-05-30 15:36:36+00:00,2026-05-23 15:36:36+00:00,338.0,1210.0,4,8,8,1675.408454,1227.340061,1049.478537,0.6264016004541422,0.7325616974593588,0.1999014361142439,0.475121931582791,4.0,2,2,2,2,0.09090909090909091,0.2727272727272727,44,0.9,0.625,1.0,5,1.0
U0000303,Synthetic_User_00303,2026-02-09 11:38:47+00:00,WEB,L2,0,2026-04-02 11:38:47+00:00,2026-03-26 11:38:47+00:00,16.0,220.0,3,8,4,6037.414930999999,5308.341348,578.2593469999999,0.09577929521306244,0.8792407692145751,0.6088553121389635,1.3734858512168808,0.0,3,3,2,1,0.06451612903225806,0.22580645161290322,31,0.6,0.3333333333333333,0.6666666666666666,4,1.5
U0000304,Synthetic_User_00304,2026-03-01 15:20:14+00:00,WEB,L2,0,2026-04-22 15:20:14+00:00,2026-04-15 15:20:14+00:00,139.0,864.0,10,18,8,17002.34016,13803.089789,6625.796656,0.389699099867909,0.8118347038764339,0.34773633086872946,0.8316486884199985,2.0,3,2,2,1,0.10256410256410256,0.2564102564102564,78,1.0,0.45,1.0,5,1.0
U0000305,Synthetic_User_00305,2026-02-12 16:40:24+00:00,WEB,L2,0,2026-04-05 16:40:24+00:00,2026-03-29 16:40:24+00:00,77.0,912.0,5,14,5,29718.320713,24032.226407,16843.927525,0.5667859798562501,0.808667038729659,0.2238643379372107,0.5471133507009612,0.0,1,1,2,1,0.10714285714285714,0.23214285714285715,56,0.8,0.45999999999999996,1.0,3,0.5
